"","CN1","CN2","CN3","CV1","CV2","CV3","EM1","EM2","EM3"
"ENSG00000005206",14.9188761808397,16.7050940140029,11.7331525846827,13.7651118807895,10.9925700431399,9.26621804370231,13.4340701627158,16.2811991355209,13.4794781256307
"ENSG00000005238",6.89741693782308,10.9305256935704,11.3999736069214,7.50161053688829,11.0995636651755,13.3804950235448,8.04830549010494,8.80243615027562,10.8967519470755
"ENSG00000005243",14.6150482419123,12.3093068511272,11.700005350639,13.5417595791856,12.3496793825924,9.535797738384,15.4867331510411,15.9791017766168,14.8447265613606
"ENSG00000005249",4.66556200184542,7.22487661235034,2.88898970893454,5.58734085959813,4.09356650229127,2.51423615339495,5.75329411322601,4.55476807701731,3.50123769463372
"ENSG00000005302",12.7520891252011,12.0696150858174,13.160588783839,13.273896109806,12.318783674294,15.4311110148951,11.460930247622,10.7997055983895,10.6263251857142
"ENSG00000005339",43.4522421626262,50.4516698891256,49.1610242334733,43.4111063506054,61.1214893240625,56.3538687116068,64.7812721127185,61.846195925804,55.5280146608157
"ENSG00000005379",3.95312190468304,5.72179873767959,3.45746899845259,4.51413522269699,4.85797597857027,2.43171373857206,3.48798630620245,4.80549196293588,3.80539127185607
"ENSG00000005381",4.73970581876444,4.25171425331625,2.31042842502409,2.46879140589331,2.17313442613007,2.01782466798248,5.91475302807311,4.53641567401592,3.0232790805052
"ENSG00000005421",403.867606257366,311.764197895059,308.214759278881,425.879471422941,340.476370525626,246.588247240248,379.052467596796,354.222681810469,300.247953906761
"ENSG00000005436",17.1624020033974,16.005414603245,18.5238527290302,14.3858453416294,14.9506111397745,14.7468020713815,14.2841291085938,12.5343165361541,14.0895607923831
"ENSG00000005448",1.703806490569,2.22582514477511,2.27967550578998,1.35905105471496,1.07453506105328,1.75635266204209,1.53569233930836,1.72374081588938,1.34733560857409
"ENSG00000005469",30.6177229044198,23.1792768600828,19.1427801559534,35.2413648056525,26.2945515211966,14.3426475294116,40.3166260818074,38.4242070314155,27.746740650955
"ENSG00000005471",208.400944656244,153.086574013318,144.456920587348,230.697964624625,147.222538638614,129.550146267842,125.412322825594,105.005584170295,96.5636022099517
"ENSG00000005483",29.5830939548272,48.5543411818671,36.7673617832106,27.8846698172785,48.0155856259583,39.1579082990304,27.4512761659722,32.2233674859031,29.8300619739454
"ENSG00000005486",43.1377584605896,45.1819167420122,60.5386839065161,41.0763375449883,58.8409972379402,52.8922291394035,51.4405618694095,65.8425241831314,72.866532948356
"ENSG00000005513",0.071178332520919,0.267203688207848,1.01916738857166,0.0274569994462789,0.520318102480902,0.320316245306284,0.114010569371187,0.601820446696138,0.417803962708662
"ENSG00000005700",99.5703249906165,86.475736714002,137.384718058699,94.8227289281067,107.122123600311,193.235245490775,85.9665712565147,83.2764314409363,129.403060962972
"ENSG00000005801",7.13918690671553,7.32524728767894,8.53517160460725,6.0280770552876,6.98814112040036,8.99989734487545,5.53570701054518,7.17771103640786,9.27364697938131
"ENSG00000005810",32.88123130913,33.2377720546445,34.6364897081611,42.7765223904787,32.2484029341805,43.7637224718889,46.8010826615038,38.3370427890466,38.4921652399783
"ENSG00000005812",32.763984493513,34.4721510546378,30.9367795247206,39.5841894618616,54.2358316988181,45.6949107294859,37.6778019676103,41.9279840781111,33.8065416091364
"ENSG00000005844",18.5719360822366,17.6096228136787,8.98916722134556,12.5656784891648,10.1048070178765,5.40753859902234,14.9630764998194,12.1337744077182,8.57181121422463
"ENSG00000005882",17.9024812855292,13.8901225648986,12.080910214212,23.1460715009959,19.6315394804023,12.6097347142261,21.9163915558386,18.9347699397117,14.7510104157588
"ENSG00000005884",2.40163510171989,4.33871600465266,7.21289959196643,2.10242003855641,2.88115704504571,7.32115476722236,3.54377451153125,3.77764022196558,6.77494093429928
"ENSG00000005889",26.8414461022521,27.8108215685829,23.9284499025788,21.7239536804747,37.6015609786587,33.6637915800832,28.1767081285462,26.4094870295896,28.7226874622344
"ENSG00000005893",256.525009049073,218.347399116436,237.178327820907,253.666271067847,231.76662732623,240.659797300482,265.40424475298,251.215038871981,240.849541219253
"ENSG00000005961",0.611966140818179,0.934650520932307,0.425386369464441,0.446474025792432,0.23243441570641,0.153319543643924,0.633746315814158,0.554625441819886,0.377279090217643
"ENSG00000005981",0.795850854760754,0.56905470373703,0.681342852035999,0.806217948616038,0.618775904428429,0.301107303506981,1.10926549303369,0.970516179581485,0.778225001388442
"ENSG00000006007",32.9131695418095,29.074858164414,35.2529255752049,46.1743194486889,37.461570859644,41.5175177631658,47.641429678265,41.7369921223137,39.650702378002
"ENSG00000006015",27.9549324319616,24.1984953178342,20.9929263849579,21.8128435692085,21.7337590162128,16.6123490744618,25.4041200373227,29.5777105632985,23.2660053768099
"ENSG00000006025",1.03597290105542,1.4437455484528,0.815277766399032,0.829014734753845,0.296794441432672,0.258204287874945,0.711037734002561,0.888142360336436,0.592930329857262
"ENSG00000006042",9.65440958280958,8.15312800494807,7.30894116878366,9.85672458386392,7.77907379214601,6.10638912906749,8.42581621258905,7.3245497089986,5.83521864632813
"ENSG00000006047",0.427748885663645,0.557033736321636,0.245201729569515,0.796578077985242,0.808299125918065,0.647157290464646,0.702501550367958,0.86518705329903,0.750439187783712
"ENSG00000006062",7.33648352884051,23.5766695724453,18.9812743025861,6.78491859634637,28.5372770317536,21.8960498903694,6.43297338063184,23.6732970653048,27.1179697248609
"ENSG00000006071",0.0596543687583878,0.0466311039666601,0.11000515536014,0.0625158162825481,0.0897841711268354,0.0242094128944636,0.259779934613725,0.323313526386105,0.597306804280809
"ENSG00000006118",0.778831652264401,1.43652174825897,2.7250118307507,1.15222224955274,1.82808807986561,6.49527061918213,1.37117482169148,1.29570537591954,2.43198291519365
"ENSG00000006125",61.0781146009529,56.2960567050338,59.6517058115845,59.7679477724236,52.4124777579988,60.9275237193228,69.4166088858569,61.4251386733876,65.3012073733017
"ENSG00000006194",14.0998659548951,16.9907160714329,29.2695067811386,14.2446278604621,17.3152599224872,29.4242006135,14.3981768603932,15.2645335828003,21.0287770647287
"ENSG00000006210",12.2387646094561,16.3831625561168,46.2273264599319,10.6313694563044,33.510667339391,28.083589093564,11.1180778113886,19.9953261939617,21.5889673308692
"ENSG00000006282",33.7660506995806,27.8946041093386,27.6004726004115,32.7452748307376,26.2895761996657,21.6149276754186,32.0044152453867,29.9283893967121,26.2113622318108
"ENSG00000006327",15.4219032318502,52.6504020817886,127.145104061845,6.37710542369357,73.1182973563105,128.425042652912,9.49048703192744,41.7484541649242,76.593366638258
"ENSG00000006432",2.66351996865273,5.75442460080596,14.8258275055473,3.10894706666752,9.9521854910433,18.5041551494402,3.80174043309796,6.66154609995881,11.1511830844967
"ENSG00000006451",24.6669793905116,26.9867647702392,37.4453088462932,23.4168137910398,25.4820136347396,41.1878191486231,22.3082508585491,20.9951608590927,24.1672888194997
"ENSG00000006453",33.1612781244259,32.1024629344486,44.2086967956858,31.2924599613105,38.1193252963808,55.3452417543475,30.4021827854227,31.7237965799284,39.0312532384679
"ENSG00000006459",21.0704606011061,23.0755817175067,24.289145038685,19.7996175750466,23.6666983930379,29.443881154421,21.6258274394585,23.3645177836052,25.700591863488
"ENSG00000006468",12.5882212786283,10.4490786567736,10.1140977428618,12.9028724128082,10.5933582234992,7.22131850953812,14.3505131906713,12.8655344776001,10.981845127854
"ENSG00000006530",11.663955246057,9.54206329448615,7.90055245451007,10.5158717737053,8.1625024789942,8.02530668684519,9.33953343934423,9.06103158686952,8.86749097476416
"ENSG00000006534",7.09441361363247,5.96326462710916,3.74371559122357,4.100479264428,3.50727578902496,1.95242185670574,5.4666048256784,3.31169580696809,2.87105936698524
"ENSG00000006555",5.57025393714223,5.98944959289968,26.5086991932835,4.1443196537909,10.8766710214452,40.1807818236483,4.95419918856909,6.53587206258088,27.5372996296819
"ENSG00000006576",10.3596411223191,12.7556536660593,12.4743832679762,10.2762650149059,11.7895143277803,12.7887678978543,10.3744225665432,9.81168657945951,9.65406486905906
"ENSG00000006607",16.8095739063285,19.5859322996699,17.5533532007149,19.2533761714993,30.7619328827525,23.0567045694639,21.5148988114348,25.9472940640968,26.0990058470306
"ENSG00000006611",0.548193043738126,0.754325641211285,0.455575110589305,0.488939903763854,0.325961684543543,0.363959450276922,0.39860312318347,0.679973200609269,0.5854036315589
"ENSG00000006625",10.480110897253,8.46368307526905,10.0976549980683,7.98333003816702,8.04670436289739,9.99458138371219,7.6420317282744,7.87501859720723,8.05371702082031
"ENSG00000006634",3.18342281768959,4.47000781991512,5.79436136317318,3.62938438565874,5.8334646905623,7.64551292418254,3.2348833784343,3.62516503340254,5.8762196198571
"ENSG00000006638",4.42337270680653,7.33424599936479,4.48495113044233,4.39385954094088,5.03241055881178,2.66780823929484,9.03052611862591,9.22692291238704,5.5175652714817
"ENSG00000006652",3.10503698204572,10.7296909015685,15.0101730509336,2.51012045719954,11.8567355743753,6.62108276000532,2.18504071265177,6.29157590573187,7.23497304961099
"ENSG00000006695",7.68033451970211,8.285235079467,11.5615746279776,8.71938601716974,11.4107665900411,13.5400324277525,10.397619866125,11.4111871295868,13.9192493821575
"ENSG00000006704",3.22373335278771,3.30111867829739,4.83968772675398,4.74172597826087,4.69690018277436,5.72621897410658,5.02416269668899,4.19803244391549,4.22050712822636
"ENSG00000006712",43.5738207874989,48.5803622579029,46.6782917559761,42.8241394807111,53.3584221318546,44.0720508065068,37.3911162462837,43.6312263586422,42.823827608164
"ENSG00000006715",31.5272337616675,27.404849184936,22.3901204400175,28.8639583263184,24.2682372861028,20.8899755473675,32.454921384399,27.2661170920354,23.4903546896458
"ENSG00000006740",1.07658586382179,1.55118399001106,1.31146486043762,2.22599937966551,1.82848472999254,1.15838397398586,1.61187983391068,1.52518818355505,1.3855384658022
"ENSG00000006744",51.6205414704989,44.4448990606691,46.4752949656376,54.3379779703951,43.8026977950034,51.7972236125525,55.7645609235391,51.9943959211525,52.4503477900541
"ENSG00000006756",70.7485546422162,52.8338649254584,44.015223334229,69.4612595476143,46.8063361109637,30.9725108615885,92.9812905663537,73.7073123098398,55.8382616906849
"ENSG00000006757",20.7182671270176,15.6517131251893,15.6770829321718,15.5927937697689,13.8746333522153,10.5542270211226,19.2437764218886,18.4446278771296,15.9225290285184
"ENSG00000006831",131.377170157582,118.719883500585,116.205264929864,168.729552624084,236.97161861474,196.948599711428,144.298247226274,159.745364316629,143.36312847786
"ENSG00000007001",3.11652029304869,1.89530899890532,1.50159805044452,2.69643828843319,2.01017137675493,0.887693273618674,45.1160439824005,27.729481527337,11.5216769495254
"ENSG00000007047",19.1566847205779,20.3911557515232,20.5731587213323,17.2154628157452,18.142011469543,20.3433642265871,17.1836774123598,17.210123636942,15.5249710327761
"ENSG00000007062",1.68700155765109,4.16458797588451,2.01344895054167,2.46546938174949,2.62843645350479,1.35586767141739,2.33598875379178,2.70170275278569,1.72752912040627
"ENSG00000007080",31.8198006146208,28.9350520080583,37.4656412870045,28.8573366210512,29.2964086091518,36.7131683990759,26.7832174466011,26.2691957674608,29.1413095407014
"ENSG00000007129",1.37207551462486,1.60932343432076,0.506564847596915,0.762680618771933,0.461400628137618,0.376881265966643,1.14447756996258,0.749252900816617,0.64918028138601
"ENSG00000007168",50.6769034681693,51.4190303339584,56.1273702576988,54.0136573824729,59.0973133304759,65.6629640608006,52.4938588717605,54.9670031615018,55.1216916271991
"ENSG00000007171",0.153106335399937,0.19093958239156,2.29390125703852,0.490598349106874,3.28267484386542,33.2228639385836,0.131451248478516,0.115520340089892,3.17598888932007
"ENSG00000007202",36.3735697707271,29.7310781315013,40.6452520968716,61.0956012482078,38.0069190175848,59.7962387229928,47.8422205373317,31.9922734255634,39.7202991847264
"ENSG00000007216",0.412348051657292,0.372185018385507,0.28885948960272,0.227406130096906,0.169379011671602,0.0806080513249903,0.285033393791974,0.26826214839708,0.390242755637554
"ENSG00000007237",4.28137301661869,4.8398855655962,3.05251198873831,3.86458386314161,3.72233309117172,3.5218436664847,4.53623225357003,3.34586684993622,2.80066797743755
"ENSG00000007255",14.6842999296621,12.4026252002624,11.3101306060032,14.1945555108507,13.9370996834243,10.6872770601233,14.791877566751,16.037397085664,13.1014203810948
"ENSG00000007264",2.19765176745189,2.5735598023268,1.83182768057403,1.24147524996949,1.07490558089611,1.15574426095969,1.20199276968546,1.00323767114142,0.892033620951778
"ENSG00000007312",1.27236048946863,1.11380341021182,0.554286843736135,1.01674441589309,0.80488495349953,0.504008867322181,1.71203455609927,1.37663237742165,0.70314361075292
"ENSG00000007314",0.446787720091987,0.759108535654121,0.253204173319823,0.508843008194569,0.289793742292594,0.0589504347419977,0.394889033711076,0.314046392410906,0.212145206201821
"ENSG00000007341",5.5813977319316,5.50648103120158,6.525272269343,5.30485122129341,4.61802216128782,5.26050329891056,4.45705080593653,4.96316892149617,5.70661971591356
"ENSG00000007350",0.158703774646143,0.253012718962462,0.355285258147244,0.0700226148061642,0.0899213074514677,0.0244099207116497,0.0934738365336273,0.103710234329864,0.071867882561941
"ENSG00000007376",7.18284061358197,6.24611148362968,8.98786359844574,8.20186177691764,6.38139968948338,12.7192213840768,9.48861267983614,8.65175838472892,9.51734430219657
"ENSG00000007384",4.28590028911305,6.27386857184043,7.77228599943189,4.23012531880952,5.41999524365241,7.24415563316053,5.32521953112626,5.40779678635732,7.43770242031017
"ENSG00000007392",11.3479870780833,17.1580562748361,15.3923614904938,9.21510765472139,14.2734651173792,16.4542821432625,10.9331494699616,14.3837622662265,13.6810868599586
"ENSG00000007402",0.603866427800362,0.754826762411785,1.15987327436231,0.485400577595388,0.468732732871102,1.01323008547332,0.702612014271928,0.654133596765474,0.647431766283532
"ENSG00000007516",5.7303745953748,7.06973245794823,5.17347976192906,6.35612439010869,6.30485168901937,4.02671300233173,6.03470150919702,6.55037262119898,5.79807241338596
"ENSG00000007520",23.2294295313432,20.4214331954549,21.6214037293072,24.9027472734743,22.64741765971,22.2279845634786,23.8168857471849,24.7061085451026,21.4489191104716
"ENSG00000007541",17.3097321408251,15.2899849723126,12.9902742480266,18.6999013288648,14.5286909044661,12.3839756352553,19.6943920039887,18.4844495621797,14.5084627636654
"ENSG00000007545",3.42768454527707,5.12313100045785,5.63381153098586,3.82419021354746,5.41106398321238,9.13290038959758,3.53870639809267,4.64949196886013,5.9877886342819
"ENSG00000007866",9.49573119510719,10.7930100400684,13.0159175750312,10.6299507158245,12.8636990066734,13.2360479857206,13.0331924694313,13.8236042657016,13.9972403935301
"ENSG00000007908",8.65697776088198,18.9790503951971,51.2271269559115,7.21849893192629,27.4501776789016,74.899850819659,10.4075426525333,8.52615423179535,7.15113751029927
"ENSG00000007923",23.1209448268406,19.2492161683469,21.2532799287224,25.214642168262,21.5929624038552,26.058959951685,27.3685470551261,23.6825135249805,24.1195113812657
"ENSG00000007933",350.045803148556,293.628007799143,295.904564431539,446.146527242512,366.393785344456,251.38635852053,312.738603882722,318.774161918985,270.760772973737
"ENSG00000007944",4.5027689193754,16.8748479279734,14.6408044775916,4.07299700670742,13.1249708298071,8.86647663359015,5.45759590604775,7.29025640080092,11.4507418459567
"ENSG00000007952",0.345666242044143,0.282014436391397,0.109913687667655,0.193660433200022,0.097947610134002,0.123978928275653,0.204957874954984,0.187837826338953,0.0811096232374421
"ENSG00000007968",1.28288590108977,1.08394620204526,0.831111812212165,0.664949712165527,0.533658701309933,0.317773058165205,1.28410690526647,1.48212593430496,1.02447683383343
