"","symbol","PC1 Percent Contribution","Loading"
"ENSG00000198824","CHAMP1","0.00406456904623355","0.0134524806728204"
"ENSG00000102125","TAZ","0.00406449274796361","-0.0134523544102564"
"ENSG00000106608","URGCP","0.00406239355792086","0.0134488800904236"
"ENSG00000135763","URB2","0.00406079308603964","0.013446230584098"
"ENSG00000163743","RCHY1","0.00405980358196543","0.0134445922451966"
"ENSG00000068724","TTC7A","0.00405952355757011","0.0134441285677478"
"ENSG00000174276","ZNHIT2","0.00405951501704479","0.0134441144256965"
"ENSG00000139977","NAA30","0.00405949531044659","0.0134440817939558"
"ENSG00000221823","PPP3R1","0.00405802622701298","0.0134416489465791"
"ENSG00000109079","TNFAIP1","0.00405715841630584","0.0134402116184394"
"ENSG00000171596","NMUR1","0.00405655922815126","-0.0134392191118461"
"ENSG00000070367","EXOC5","0.00405262569726022","0.013432701715963"
"ENSG00000144580","CNOT9","0.00405244020297606","0.0134323942957757"
"ENSG00000102103","PQBP1","0.00404928816389995","0.0134271693367604"
"ENSG00000185324","CDK10","0.00404839223734162","-0.0134256838382468"
"ENSG00000061918","GUCY1B1","0.00404749283478939","-0.0134241924109917"
"ENSG00000139737","SLAIN1","0.00404720775119591","0.0134237196387647"
"ENSG00000133703","KRAS","0.00404692406835773","0.0134232491729704"
"ENSG00000244462","RBM12","0.0040461783990276","0.0134220124600792"
"ENSG00000162695","SLC30A7","0.00404609943494465","0.0134218814893246"
"ENSG00000163617","CCDC191","0.00404547679275161","-0.0134208487229043"
"ENSG00000112078","KCTD20","0.00404491907683506","0.0134199235811569"
"ENSG00000141424","SLC39A6","0.00404231513192962","0.0134156033009772"
"ENSG00000082153","BZW1","0.0040415789388546","0.0134143816094903"
"ENSG00000074800","ENO1","0.00403723765013669","0.0134071751004264"
"ENSG00000163597","SNHG16","0.00403609712642726","0.0134052811964132"
"ENSG00000115604","IL18R1","0.00403485139469255","0.0134032122827534"
"ENSG00000248890","HHIP-AS1","0.00403399509452668","-0.0134017899525631"
"ENSG00000163349","HIPK1","0.00403323962921214","0.0134005349855529"
"ENSG00000131323","TRAF3","0.00403282092273529","0.013399839386365"
"ENSG00000174669","SLC29A2","0.00403189686771163","-0.0133983041212846"
"ENSG00000181026","AEN","0.00402770060840067","0.0133913300596257"
"ENSG00000154582","ELOC","0.00402401795515141","0.0133852066026195"
"ENSG00000165732","DDX21","0.00402111516791196","0.0133803779193307"
"ENSG00000132467","UTP3","0.00401780154667334","0.013374863697466"
"ENSG00000177084","POLE","0.00401737022859417","-0.0133741457705993"
"ENSG00000011198","ABHD5","0.00401447301017123","0.0133693223652618"
"ENSG00000131467","PSME3","0.00401347799269087","0.0133676654187813"
"ENSG00000126773","PCNX4","0.00401030806710651","-0.013362385350589"
"ENSG00000105519","CAPS","0.00401021319633985","-0.0133622272944972"
"ENSG00000155975","VPS37A","0.00400940519439753","0.0133608810756081"
"ENSG00000166446","CDYL2","0.00400812186029894","0.0133587426229294"
"ENSG00000115170","ACVR1","0.004006418534276","0.0133559037980738"
"ENSG00000121064","SCPEP1","0.00400596339188733","-0.013355145139117"
"ENSG00000158796","DEDD","0.0040050492615906","0.0133536212810413"
"ENSG00000104695","PPP2CB","0.0040034312021242","0.013350923544424"
"ENSG00000110218","PANX1","0.00400178938018197","0.013348185632127"
"ENSG00000154174","TOMM70","0.00400177317752758","0.0133481586096832"
"ENSG00000206530","CFAP44","0.00399930640143526","-0.0133440439344071"
"ENSG00000173145","NOC3L","0.00399882411873324","0.0133432393204378"
"ENSG00000183735","TBK1","0.00399653533702045","0.0133394201810542"
"ENSG00000135315","CEP162","0.00399255133339375","-0.0133327697269838"
"ENSG00000169826","CSGALNACT2","0.00399141336041425","0.0133308695118459"
"ENSG00000140455","USP3","0.00399065882780411","0.0133296094254717"
"ENSG00000075914","EXOSC7","0.00398973601085122","0.0133280681385203"
"ENSG00000115091","ACTR3","0.00398826672210364","0.0133256137676365"
"ENSG00000173039","RELA","0.00398806517767169","0.0133252770628252"
"ENSG00000141101","NOB1","0.00398750771005319","0.013324345700153"
"ENSG00000170142","UBE2E1","0.00398685400851721","0.0133232534762763"
"ENSG00000100226","GTPBP1","0.00398507949298352","0.0133202881116632"
"ENSG00000272779","NULL","0.00398476921204855","0.0133197695383311"
"ENSG00000149100","EIF3M","0.00397921415315322","0.0133104819352221"
"ENSG00000138018","SELENOI","0.00397692566037718","0.0133066538775387"
"ENSG00000135932","CAB39","0.00397491132204371","0.013303283497972"
"ENSG00000197099","NULL","0.00397376730292252","-0.0133013689513719"
"ENSG00000111530","CAND1","0.00397310837469263","0.0133002660922715"
"ENSG00000136807","CDK9","0.00397258044203174","0.0132993824166359"
"ENSG00000198018","ENTPD7","0.00397218948979626","0.0132987279866891"
"ENSG00000154813","DPH3","0.00397188567773961","0.0132982194017928"
"ENSG00000240583","AQP1","0.00397137390388882","-0.0132973626424668"
"ENSG00000186141","POLR3C","0.00397124546428444","0.0132971476133802"
"ENSG00000090061","CCNK","0.00397068585107374","0.0132962106879618"
"ENSG00000168067","MAP4K2","0.00396775439457196","-0.0132913016544384"
"ENSG00000013375","PGM3","0.0039668961739252","0.0132898641301794"
"ENSG00000124217","MOCS3","0.00396623512519049","0.0132887567639276"
"ENSG00000166997","CNPY4","0.00396580866272085","-0.0132880423196001"
"ENSG00000119718","EIF2B2","0.00396540971267072","0.0132873739315195"
"ENSG00000104626","ERI1","0.00396319817734005","0.0132836681864269"
"ENSG00000163219","ARHGAP25","0.00396158511220354","-0.0132809646119625"
"ENSG00000244509","APOBEC3C","0.00396064143656693","-0.0132793827111797"
"ENSG00000141012","GALNS","0.00395964710778431","-0.0132777156956862"
"ENSG00000145817","YIPF5","0.00395905470329135","0.0132767224161789"
"ENSG00000266469","NULL","0.00395883404759669","0.0132763524256827"
"ENSG00000164338","UTP15","0.00395872709297888","0.0132761730828795"
"ENSG00000186130","ZBTB6","0.00395609040088103","0.0132717510792232"
"ENSG00000160094","ZNF362","0.00395576603695799","-0.013271206985806"
"ENSG00000238105","GOLGA2P5","0.00395546286763207","-0.0132706984243883"
"ENSG00000214491","SEC14L6","0.00395483494199458","-0.0132696450277585"
"ENSG00000050820","BCAR1","0.0039538420464627","0.0132679791935957"
"ENSG00000186834","HEXIM1","0.00395342018115451","-0.0132672713441952"
"ENSG00000134371","CDC73","0.00395340783608383","0.0132672506297856"
"ENSG00000139233","LLPH","0.00395217414457712","0.0132651803941542"
"ENSG00000147874","HAUS6","0.00395157827824012","0.0132641803658008"
"ENSG00000115514","TXNDC9","0.00395128627426243","0.0132636902749169"
"ENSG00000111737","RAB35","0.00394940139791306","0.0132605263180989"
"ENSG00000122068","FYTTD1","0.00394820619773139","0.0132585196617558"
"ENSG00000137656","BUD13","0.00394782029669496","0.0132578716964203"
"ENSG00000091436","MAP3K20","0.00394744152763672","0.0132572356755715"
"ENSG00000108091","CCDC6","0.00394705090751489","0.0132565797227099"
"ENSG00000167193","CRK","0.00394617448234178","0.0132551078585921"
"ENSG00000107581","EIF3A","0.00394507506707912","0.0132532612748811"
"ENSG00000112659","CUL9","0.0039438986509016","-0.0132512850750361"
"ENSG00000243667","WDR92","0.00394327737554586","-0.0132502413082176"
"ENSG00000174013","FBXO45","0.0039425281485709","0.0132489824683151"
"ENSG00000206561","COLQ","0.00394026020102015","-0.0132451711677051"
"ENSG00000162623","TYW3","0.00393545860122634","0.0132370984269664"
"ENSG00000119446","RBM18","0.00393404950544178","0.01323472843513"
"ENSG00000175606","TMEM70","0.00393353529005863","0.0132338634582984"
"ENSG00000104814","MAP4K1","0.00393312188674264","-0.0132331680194138"
"ENSG00000198042","MAK16","0.00393244451048499","0.0132320284386855"
"ENSG00000117751","PPP1R8","0.00393168064221701","0.0132307432307815"
"ENSG00000247746","USP51","0.00393084549877189","-0.0132293379595601"
"ENSG00000119326","CTNNAL1","0.00392933368031533","0.013226793687504"
"ENSG00000170365","SMAD1","0.00392919124677121","0.0132265539577777"
"ENSG00000177425","PAWR","0.00392707991320413","0.0132229998650859"
"ENSG00000268895","A1BG-AS1","0.00392324746612111","-0.013216546110867"
"ENSG00000113716","HMGXB3","0.00392311103664364","0.0132163163086213"
"ENSG00000133466","C1QTNF6","0.00392002502083743","-0.0132111171459447"
"ENSG00000140939","NOL3","0.00391955192921301","-0.0132103199243169"
"ENSG00000092199","HNRNPC","0.00391841309071895","0.013208400634296"
"ENSG00000076513","ANKRD13A","0.00391749629331448","0.0132068553485468"
"ENSG00000110104","CCDC86","0.00391699345488898","0.013206007724584"
"ENSG00000196072","BLOC1S2","0.00391586158566396","0.0132040995577876"
"ENSG00000272269","LOC105374952","0.0039155655805921","0.013203600490824"
"ENSG00000036054","TBC1D23","0.00391506105724594","0.0132027498168711"
"ENSG00000107937","GTPBP4","0.00391485593045471","0.0132024039380788"
"ENSG00000196123","KIAA0895L","0.00391387771315185","-0.0132007543720324"
"ENSG00000095564","BTAF1","0.0039129429159503","0.0131991778325917"
"ENSG00000215717","TMEM167B","0.00391147560453628","0.0131967028258412"
"ENSG00000108021","TASOR2","0.00391089453689477","0.0131957225740681"
"ENSG00000103194","USP10","0.00391009161744933","0.0131943679420256"
"ENSG00000127774","EMC6","0.00390994951037683","0.0131941281739815"
"ENSG00000116954","RRAGC","0.0039096819410478","0.0131936767097857"
"ENSG00000090432","MUL1","0.00390966161282553","0.0131936424097652"
"ENSG00000179431","FJX1","0.00390939417744544","0.0131931911549683"
"ENSG00000163608","NEPRO","0.00390917911541494","0.0131928282606971"
"ENSG00000116747","RO60","0.00390777612556315","0.0131904606197351"
"ENSG00000122882","ECD","0.00390729713776042","0.0131896521978649"
"ENSG00000167881","SRP68","0.00390472882583475","0.0131853166292733"
"ENSG00000144597","EAF1","0.00390373602885471","0.013183640306116"
"ENSG00000204789","NULL","0.00390335439444106","-0.0131829958652811"
"ENSG00000100351","GRAP2","0.00390317323999346","-0.0131826899507008"
"ENSG00000198218","QRICH1","0.0039008090402494","0.0131786968877229"
"ENSG00000259605","NULL","0.00390047005457161","-0.0131781242518273"
"ENSG00000135241","PNPLA8","0.00390045482312262","0.013178098521323"
"ENSG00000172795","DCP2","0.00389930887997375","0.0131761625341436"
"ENSG00000144026","ZNF514","0.00389828992827113","-0.0131744408507793"
"ENSG00000164543","STK17A","0.00389798354309936","0.0131739231195803"
