"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","ensembl","symbol"
"137.228","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000008710","PKD1"
"137.229","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000118762","PKD2"
"137.230","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000118495","PLAGL1"
"137.231","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000171566","PLRG1"
"137.232","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000140464","PML"
"137.233","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000184702","SEPT5"
"137.234","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000108387","SEPT4"
"137.235","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000101868","POLA1"
"137.236","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000177084","POLE"
"137.237","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000100479","POLE2"
"137.238","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000128059","PPAT"
"137.239","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000105568","PPP2R1A"
"137.240","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000221914","PPP2R2A"
"137.241","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000156475","PPP2R2B"
"137.242","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000119383","PTPA"
"137.243","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000138814","PPP3CA"
"137.244","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000011485","PPP5C"
"137.245","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000119414","PPP6C"
"137.246","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000143294","PRCC"
"137.247","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000198056","PRIM1"
"137.248","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000146143","PRIM2"
"137.249","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000072062","PRKACA"
"137.250","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000154229","PRKCA"
"137.251","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000166501","PRKCB"
"137.252","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000065243","PKN2"
"137.253","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000253729","PRKDC"
"137.254","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000100600","LGMN"
"137.255","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000185920","PTCH1"
"137.256","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000070159","PTPN3"
"137.257","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000111679","PTPN6"
"137.258","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000179295","PTPN11"
"137.259","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000172613",NA
"137.260","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000164754","RAD21"
"137.261","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000108384","RAD51C"
"137.262","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000182185","RAD51B"
"137.263","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000132341","RAN"
"137.264","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000145715","RASA1"
"137.265","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000139687","RB1"
"137.266","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000101773","RBBP8"
"137.267","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000080839","RBL1"
"137.268","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000103479","RBL2"
"137.269","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000137710","RDX"
"137.270","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000121481","RNF2"
"137.271","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000132383","RPA1"
"137.272","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000117748","RPA2"
"137.273","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000106399","RPA3"
"137.274","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000114391","RPL24"
"137.275","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000161970","RPL26"
"137.276","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000137154","RPS6"
"137.277","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000108443","RPS6KB1"
"137.278","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000167325","RRM1"
"137.279","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000171848","RRM2"
"137.280","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000114993","RTKN"
"137.281","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000130779","CLIP1"
"137.282","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000108691","CCL2"
"137.283","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000137575","SDCBP"
"137.284","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000170364","SETMAR"
"137.285","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000123473","STIL"
"137.286","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000113558","SKP1"
"137.287","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000145604","SKP2"
"137.288","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000082014","SMARCD3"
"137.289","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000159140","SON"
"137.290","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000124766","SOX4"
"137.291","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000021574","SPAST"
"137.292","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000115306","SPTBN1"
"137.293","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000173757","STAT5B"
"137.294","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000114904","NEK4"
"137.295","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000087586","AURKA"
"137.296","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000105146","AURKC"
"137.297","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000064313","TAF2"
"137.298","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000166337","TAF10"
"137.299","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000162367","TAL1"
"137.300","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000165169","DYNLT3"
"137.301","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000146425","DYNLT1"
"137.302","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000090447","TFAP4"
"137.303","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000198176","TFDP1"
"137.304","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000114126","TFDP2"
"137.305","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000163235","TGFA"
"137.306","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000105329","TGFB1"
"137.307","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000035862","TIMP2"
"137.308","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000131747","TOP2A"
"137.309","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000077097","TOP2B"
"137.310","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000141510","TP53"
"137.311","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000078900","TP73"
"137.312","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000111907","TPD52L1"
"137.313","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000112742","TTK"
"137.314","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000127824","TUBA4A"
"137.315","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000137267","TUBB2A"
"137.316","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000131462","TUBG1"
"137.317","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000100084","HIRA"
"137.318","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000176890","TYMS"
"137.319","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000182247","UBE2E2"
"137.320","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000165280","VCP"
"137.321","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000100749","VRK1"
"137.322","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000166483","WEE1"
"137.323","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000143816","WNT9A"
"137.324","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000154767","XPC"
"137.325","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000196584","XRCC2"
"137.326","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000126215","XRCC3"
"137.327","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000170027","YWHAG"
"137.328","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000010244","ZNF207"
"137.329","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000159388","BTG2"
"137.330","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000116127","ALMS1"
"137.331","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000167552","TUBA1A"
"137.332","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000104290","FZD3"
"137.333","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000126883","NUP214"
"137.334","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000166266","CUL5"
"137.335","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000127337","YEATS4"
"137.336","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000070371","CLTCL1"
"137.337","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000072501","SMC1A"
"137.338","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000102030","NAA10"
"137.339","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000097046","CDC7"
"137.340","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000093009","CDC45"
"137.341","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000002822","MAD1L1"
"137.342","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000158290","CUL4B"
"137.343","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000139842","CUL4A"
"137.344","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000036257","CUL3"
"137.345","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000108094","CUL2"
"137.346","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000055130","CUL1"
"137.347","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000172059","KLF11"
"137.348","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000101146","RAE1"
"137.349","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000046651","OFD1"
"137.350","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000170836","PPM1D"
"137.351","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000033800","PIAS1"
"137.352","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000081377","CDC14B"
"137.353","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000079335","CDC14A"
"137.354","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000185324","CDK10"
"137.355","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000065883","CDK13"
"137.356","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000176101","SSNA1"
"137.357","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000088986","DYNLL1"
"137.358","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000126581","BECN1"
"137.359","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000094880","CDC23"
"137.360","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000107862","GBF1"
"137.361","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000169372","CRADD"
"137.362","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000103769",NA
"137.363","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000175334","BANF1"
"137.364","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000140575","IQGAP1"
"137.365","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000176170","SPHK1"
"137.366","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000130177","CDC16"
"137.367","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000109917","ZPR1"
"137.368","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000159593","NAE1"
"137.369","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000166167","BTRC"
"137.370","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000144744","UBA3"
"137.371","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000198901","PRC1"
"137.372","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000127564","PKMYT1"
"137.373","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000109103","UNC119"
"137.374","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000036672","USP2"
"137.375","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000138592","USP8"
"137.376","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000131023","LATS1"
"137.377","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000144580","CNOT9"
"137.378","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000108055","SMC3"
"137.379","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000157456","CCNB2"
"137.380","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000175305","CCNE2"
"137.381","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000116584","ARHGEF2"
"137.382","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000086827","ZW10"
"137.383","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000154473","BUB3"
"137.384","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000178999","AURKB"
"137.385","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000166197","NOLC1"
"137.386","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000164611","PTTG1"
"137.387","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000136826","KLF4"
"137.388","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000071539","TRIP13"
"137.389","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000155508","CNOT8"
"137.390","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000149930","TAOK2"
"137.391","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000109062","SLC9A3R1"
"137.392","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000101350","KIF3B"
"137.393","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000108469","RECQL5"
"137.394","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000160957","RECQL4"
"137.395","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000137807","KIF23"
"137.396","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000154734","ADAMTS1"
"137.397","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000119541","VPS4B"
"137.398","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000113648","H2AFY"
"137.399","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000138182","KIF20B"
"137.400","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000124688","MAD2L1BP"
"137.401","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000174799","CEP135"
"137.402","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000135476","ESPL1"
"137.403","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000166037","CEP57"
"137.404","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000184445","KNTC1"
"137.405","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000103540","CCP110"
"137.406","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000126787","DLGAP5"
"137.407","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000175216","CKAP5"
"137.408","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000198089","SFI1"
"137.409","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000044090","CUL7"
"137.410","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000165304","MELK"
"137.411","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000101003","GINS1"
"137.412","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000187391","MAGI2"
"137.413","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000010292","NCAPD2"
"137.414","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000118193","KIF14"
"137.415","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000140455","USP3"
"137.416","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000100387","RBX1"
"137.417","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000170248","PDCD6IP"
"137.418","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000041880","PARP3"
"137.419","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000141198","TOM1L1"
"137.420","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000113810","SMC4"
"137.421","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000006611","USH1C"
"137.422","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000175215","CTDSP2"
"137.423","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000112984","KIF20A"
"137.424","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000138107","ACTR1A"
"137.425","GO:0000278",5.44107109894741e-41,1,175,860,"mitotic cell cycle","BP","ENSG00000123240","OPTN"
