"","x"
"1","BRD9"
"2","IL2RG"
"3","FXYD5"
"4","RAC2"
"5","LY96"
"6","CCL5"
"7","CD247"
"8","CD3D"
"9","CARD16"
"10","KLRB1"
"11","APBA2"
"12","ARMCX2"
"13","SSBP2"
"14","PTPRC"
"15","ENSG00000259834"
"16","BCL11B"
"17","LUM"
"18","TRBC2"
"19","TRBC1"
"20","ZNF714"
"21","PIK3CG"
"22","TNFRSF25"
"23","SLC25A37"
"24","PCDHB15"
"25","CCDC85B"
"26","SV2A"
"27","MT-CO3"
"28","ZNF831"
"29","PDE7A"
"30","BCL2"
"31","CD96"
"32","MTND4LP30"
"33","MT-RNR2"
"34","MTND1P23"
"35","MTATP6P1"
"36","MT-ATP8"
"37","ZNF431"
"38","PTPN7"
"39","PRKCH"
"40","ZNF430"
"41","LPAR2"
"42","MALAT1"
"43","MTND2P28"
"44","MT-ND2"
"45","MT-CYB"
"46","MT-ND4L"
"47","MT-ND1"
"48","MT-ATP6"
"49","ITPRIPL1"
"50","SPOCK2"
"51","CD6"
"52","DTHD1"
"53","PDE4A"
"54","PTPN22"
"55","ENO2"
"56","KCNA3"
"57","TAGAP"
"58","FMNL1"
"59","HOMER3"
"60","CCND2"
"61","GPR35"
"62","PTPN14"
"63","CARD11"
"64","ENSG00000273599"
"65","CACNB3"
"66","REC8"
"67","SEMA4D"
"68","PLEKHG5"
"69","WSB1"
"70","TMEM273"
"71","SREK1"
"72","ULBP1"
"73","MTMR2"
"74","RBM25"
"75","ZNF462"
"76","ANGPTL2"
"77","TRAF5"
"78","FBXL7"
"79","MFSD10"
"80","LINC00665"
"81","MXRA5"
"82","ADGRL1"
"83","CNTNAP1"
"84","PLEKHG2"
"85","DLG4"
"86","RGS5"
"87","MEG3"
"88","DCLK2"
"89","SLFN11"
"90","OSBPL10"
"91","ERG"
"92","VIP"
"93","CHD3"
"94","LRRC8C"
"95","INTS6L"
"96","RELN"
"97","EFNB2"
"98","GATA2"
"99","IGF1R"
"100","SERTAD3"
"101","ARMCX1"
"102","FAR1"
"103","CTBP2"
"104","ENSG00000250461"
"105","ODF2L"
"106","CACNB1"
"107","NRARP"
"108","SNAI1"
"109","MIR23AHG"
"110","SLC2A3"
"111","ENSG00000273319"
"112","TPM4"
"113","RAB39B"
"114","ENSG00000265206"
"115","NBEA"
"116","HGF"
"117","CACNA2D1"
"118","DNM3OS"
"119","TCF4"
"120","ANKRD36"
"121","MT-ND4"
"122","MT-CO2"
"123","DLL4"
"124","STK39"
"125","EGLN3"
"126","NTS"
"127","RUNX2"
"128","ZNF486"
"129","HOXA1"
"130","SLC25A36"
"131","ENSG00000268027"
"132","KCNQ1OT1"
"133","ZNF731P"
"134","STXBP1"
"135","GABRE"
"136","P3H3"
"137","NBEAL2"
"138","MYBL1"
"139","PLAC9"
"140","FBLN2"
"141","HOXA5"
"142","DNAH2"
"143","STING1"
"144","RGS11"
"145","GABBR1"
"146","UAP1L1"
"147","NXPE3"
"148","COL11A2"
"149","NLRP1"
"150","ITGB2-AS1"
"151","LCA5"
"152","NOTCH4"
"153","FGD5"
"154","LRRC8C-DT"
"155","TMEM71"
"156","CLIC5"
"157","RASSF9"
"158","MAP3K12"
