"","geneSet","motif","NES","AUC","TF_highConf","TF_lowConf","nEnrGenes","rankAtMax","enrichedGenes"
"1","geneSet","cisbp__M2278",4.73,0.055,"FOS (directAnnotation). ","ATF3; BATF; EP300; FOSB; FOSL1; FOSL2; GATA2; JUN; JUNB; JUND; MEF2C; MYC; RCOR1; STAT3; TRIM28 (inferredBy_MotifSimilarity). JDP2 (inferredBy_MotifSimilarity_n_Orthology). ",226,877,"ABI1;ABL2;ABR;ADAM17;AFF1;AHNAK;ALOXE3;AMBRA1;ANGPTL2;ANKRD52;ANXA1;ANXA2;ANXA5;ARC;ARHGAP17;ARHGAP42;ARL14;ARNTL2;ARRDC4;ATF3;ATP1A1;BACH1;BAG3;BCL9;BIRC2;BRIX1;C1orf116;C6orf141;CACYBP;CAPN2;CAST;CCDC50;CD44;CDC42EP3;CDH6;CDKN1A;CDKN2AIP;CHMP4B;CHMP4C;CLDN14;CLDN4;CRK;CSNK1D;CSNK1G1;CSRNP1;CTNNAL1;DMD;DNAJC6;DPYD;DUSP1;DUSP5;EFR3A;EIF4E;ELF4;EMP1;EMP3;ENO1;EPHA2;EPHB2;EREG;ETS1;ETV1;F3;FAM160A1;FAM83G;FBXO30;FBXO32;FLNC;FOSL2;FOXA1;GAB2;GAL;GEM;GJB3;GLIS3;GLRX2;GNG12;GPATCH3;GPRC5A;GPRIN3;GTF3C4;HBEGF;HBP1;HEG1;HGS;HMGA1;HMOX1;HOMER1;IFRD1;IL7R;ISG20;ITGA3;ITGA5;JAK2;KBTBD8;KCNJ8;KCNN4;KDM6B;KIAA0513;KITLG;KPNA4;KSR1;LAMB3;LAMC2;LDLR;LGALS3;LONRF3;LRMP;LRRC55;LRRC8B;LRRFIP2;MAFG;MAP2K3;MAP4K3;MBD2;MET;METAP1D;MPRIP;MRVI1;NCOA7;NEDD4L;NOS3;NPTX2;NR4A3;NUP153;OSBPL8;OTUB2;OXR1;PADI4;PAPPA;PARD6B;PAWR;PDCD10;PDE4D;PEA15;PFKP;PGS1;PHACTR1;PPP2CA;PPP2R5E;PRNP;PRSS22;PTHLH;PTP4A2;QSOX2;RAB5A;RANGAP1;RAPGEF2;RARA;RASA2;RASAL2;RASGRP3;RASSF8;RB1CC1;RCBTB2;RELA;RELL1;RHOC;RHOJ;RNF144B;ROCK2;RUFY3;RUNX1;S100A10;SBNO2;SDC4;SDCBP;SEMA3C;SERPINB8;SERTAD1;SH2B3;SH2D5;SKI;SLC24A4;SLC2A1;SLC35E4;SLC38A1;SLC38A2;SLC6A8;SLC7A8;SLC9A1;SLMAP;SMAD3;SMAP2;SMG7;SMS;SPEG;SSH1;STARD13;STK40;STX11;TBC1D15;TES;TMCC3;TMEM65;TMPRSS2;TNC;TNFRSF12A;TNIP3;TRAF1;TRAF3;TRAF3IP2;TRAK1;TXN;UBASH3B;UBC;UPP1;VEZF1;VGF;VIM;VPS37B;WNT7B;YWHAZ;ZBTB40;ZBTB43;ZBTB47;ZC3HAV1;ZEB2;ZFAND2A;ZFAND5;ZFP36;ZKSCAN1;ZNF385B;ZNF710;ZNF777;ZSWIM6"
"2","geneSet","transfac_pro__M03552",4.61,0.0544,"JUND (directAnnotation). ","STAT3 (inferredBy_MotifSimilarity). ",178,651,"ABR;AFF1;AHNAK;ANXA1;ANXA5;ARC;ARL14;ATF3;ATG9B;ATP8B4;BACH1;BAG3;BBC3;BCL9;BIRC2;BRIX1;C6orf141;CAPN2;CAST;CD276;CD44;CDC42EP3;CDKN1A;CDKN2AIP;CLCF1;CLDN14;CLDN4;CLDND1;CSRNP1;CTNNAL1;DNAJC6;EIF4E;ELMO2;EMP1;EMP3;EPHA2;EREG;ETV1;F3;FAM160A1;FAM180A;FAM83G;FBXO30;FBXO32;FLNC;FNIP1;FOSB;FOXA1;GABPB1;GAL;GAN;GCNT1;GEM;GLIS3;GNA13;GPATCH3;GPRIN1;HBEGF;HBP1;HDX;HGS;HMGA1;HMOX1;HMOX2;IFNG;IL11;IL1A;IL7R;ITGA2;ITGA3;ITGA5;ITGA6;JOSD1;JUP;KCNN4;KDM6B;KIAA0513;KLC1;LAMB3;LAMC2;LGALS3;LIF;LONRF3;LRMP;LRRC15;LRRC55;LRRC8B;LRRTM1;LSG1;LUZP1;MAFG;MAFK;MAP2K3;MAP4K3;MARK2;MET;MIR17HG;MMP3;MRVI1;NCOA7;NOL4;NOS3;OVGP1;OXR1;PAWR;PDE4D;PDLIM4;PER2;PFKP;PGS1;PLEKHM2;PNRC2;PPARD;PPP2CA;PRDM1;PRDM2;PRR7;PRSS22;PTHLH;QSOX2;RAB7A;RARA;RASAL2;RASD2;RASSF8;RELA;RHOC;RRAD;S100A10;SDC4;SDCBP2;SEC16B;SERTAD1;SFN;SH2B3;SH2D5;SLC2A1;SLC38A2;SLC3A2;SLC6A8;SLC7A8;SLC9A1;SLCO4A1;SMAD3;SMAP2;SMS;SPAG9;SPEG;SRXN1;SSH1;STK40;STX1A;STXBP5;SYNJ2;TEAD4;TES;TMEM11;TNFRSF12A;TNIP1;TNIP2;TOR1AIP1;TRAF3;TRAK1;TUBB2A;UBAP1;UBC;UPP1;VAPA;VIM;WNT7B;YWHAZ;ZBTB47;ZC3HAV1;ZEB2;ZFP36;ZKSCAN1;ZNF165;ZNF710"
"3","geneSet","transfac_pro__M08936",4.56,0.0542,"FOSB (directAnnotation). ","ATF3; BACH2; BCL3; EP300; FOS; FOSL1; FOSL2; GATA2; JDP2; JUN; JUNB; JUND; MEF2A; MYC; RCOR1; STAT3; TCF12; TCF7L2; TRIM28 (inferredBy_MotifSimilarity). BATF (inferredBy_MotifSimilarity_n_Orthology). ",307,1306,"ABHD5;ABL2;ABR;ABTB2;ADAM17;ADAMTS3;AFF1;AGFG1;AHNAK;ALOXE3;AMHR2;ANGPTL2;ANKRD52;ANXA1;ANXA2;ANXA5;AR;ARC;ARL14;ARNTL2;ATF3;ATG9B;ATP1A1;BACH1;BAG3;BATF3;BBC3;BCL9;BIN3;BIRC2;BRIX1;C15orf41;C1orf116;C2CD2L;C6orf141;CAPN2;CAST;CCDC50;CD274;CD44;CDC42EP3;CDK7;CDKN1A;CDKN2AIP;CGN;CHD2;CHMP4B;CLCF1;CLDN14;CLDN4;CNR1;CRK;CSF3;CSNK1D;CSNK1G1;CSRNP1;CTNNAL1;CYLD;DHRS9;DMD;DNAJC16;DNAJC6;DPYD;DUSP1;DUSP5;EFR3A;EHD3;EIF4E;ELF1;ELF4;EMILIN2;EMP1;EMP3;EPHA1;EPHA2;EPHB2;EREG;ETS1;ETV1;ETV3;F3;FAM126A;FAM135A;FAM160A1;FAM180A;FAM83G;FBXO30;FBXO32;FLNC;FNBP1;FNIP1;FOSB;FOSL2;FOXA1;FRMD6;GAB2;GADD45A;GADD45B;GAL;GCNT1;GEM;GIT1;GJB3;GLIS3;GLRX2;GPATCH3;GPRC5A;GPRIN1;GPRIN3;GTF3C4;HBEGF;HBP1;HCCS;HDX;HEG1;HGS;HIVEP3;HMGA1;HMOX1;HS3ST2;HSP90AA1;IFRD1;IL11;IL23A;IL7R;INTU;ISG20;ITGA2;ITGA3;ITGA5;ITGA6;ITGAV;JAK2;JOSD1;KBTBD8;KCNJ10;KCNJ8;KCNN4;KDM6B;KIAA0513;KITLG;KLF6;KPNA4;KSR1;LAMB3;LAMC2;LDLR;LGALS3;LONRF3;LPAR6;LRMP;LRRC55;LRRC8B;LRRFIP2;MAFG;MAFK;MAP2K3;MAP4K3;MAPKBP1;MBD2;MBNL1;MED15;MET;METAP1D;MIR155HG;MMP19;MMP3;MPRIP;MRVI1;MYO16;NCOA7;NEDD4L;NINL;NOS3;NPTX2;NR1H4;NRCAM;NUCKS1;NUP153;OSBPL8;OXR1;PAPPA;PAQR5;PARD6B;PAWR;PBX1;PDE4D;PER2;PFKP;PHACTR1;PHLPP2;PIK3C2G;PLAA;PLAU;PLCD3;PLEKHM1;PMEPA1;PNPLA8;PPP2CA;PPP2R5E;PRLR;PRSS22;PTH1R;PTHLH;PTP4A2;PTPN1;PXN;QSOX2;RAB5A;RAI1;RANGAP1;RAPGEF2;RARA;RASA2;RASAL2;RASSF8;RELA;RELL1;RHOC;RHOJ;RHOQ;RIN1;RIPK4;RNF144B;RNF149;ROCK2;RORC;RRP1;RUFY3;RUNX1;S100A10;SBF1;SDC4;SEMA3C;SERTAD1;SGMS2;SH2B3;SH2D5;SH3PXD2B;SLC14A1;SLC2A1;SLC38A2;SLC6A8;SLC7A1;SLC7A11;SLC7A8;SLC9A1;SLCO3A1;SLMAP;SMAD3;SMAP2;SMG7;SMS;SNPH;SPEG;SRXN1;SSH1;STARD13;STK40;STX11;STX1A;SVIL;TEAD4;TES;TJP1;TM4SF1;TMEM65;TMPRSS2;TNFRSF12A;TNIP3;TOR1AIP1;TRAF1;TRAF3;TRAK1;TUBA1C;UBASH3B;UBC;UPP1;VAPA;VCL;VEZF1;VGF;VIM;VPS37B;WASF2;WNT7B;YAP1;YWHAH;YWHAZ;ZBTB2;ZBTB40;ZBTB47;ZC3H12A;ZC3HAV1;ZEB2;ZFAND2A;ZFAND5;ZFP36;ZKSCAN1;ZNF165;ZNF362;ZNF385B;ZNF516;ZNF71;ZNF710;ZNF746;ZSWIM4"
"4","geneSet","jaspar__MA0476.1",4.55,0.0542,"FOS (directAnnotation). ","ATF3; BATF; EP300; FOSB; FOSL1; FOSL2; GATA2; JUN; JUNB; JUND; MEF2C; MYC; RCOR1; STAT3; TRIM28 (inferredBy_MotifSimilarity). JDP2 (inferredBy_MotifSimilarity_n_Orthology). ",195,732,"ABI1;ABL2;ADAM17;AFF1;AHNAK;ALOXE3;AMBRA1;ANGPTL2;ANKRD52;ANXA1;ANXA2;ANXA5;ARC;ARHGAP17;ARHGAP42;ARL14;ARNTL2;ARRDC4;ATF3;BACH1;BAG3;BCL9;BIRC2;BRIX1;C1orf116;C6orf141;CAPN2;CAST;CCDC50;CD44;CDC42EP3;CDH6;CDKN1A;CDKN2AIP;CHMP4B;CHMP4C;CLDN4;CRK;CSNK1D;CSRNP1;CTNNAL1;DMD;DNAJC6;DPYD;DUSP1;DUSP5;EFR3A;EIF4E;ELF4;EMP1;EMP3;ENO1;EPHA2;EPHB2;EREG;ETS1;F3;FAM160A1;FAM83G;FBXO30;FBXO32;FLNC;FOSL2;FOXA1;GAB2;GAL;GJB3;GLIS3;GLRX2;GNG12;GPATCH3;GPRC5A;GPRIN3;HBEGF;HBP1;HEG1;HGS;HMGA1;HMOX1;HOMER1;IFRD1;IL7R;ITGA3;ITGA5;JAK2;KBTBD8;KCNJ8;KCNN4;KDM6B;KIAA0513;KITLG;KSR1;LAMB3;LAMC2;LDLR;LGALS3;LONRF3;LRMP;LRRC55;MAFG;MAP2K3;MAP4K3;MBD2;METAP1D;MPRIP;MRVI1;NCOA7;NEDD4L;NOS3;NPTX2;NR4A3;NUP153;OTUB2;OXR1;PADI4;PAPPA;PARD6B;PAWR;PDCD10;PDE4D;PEA15;PFKP;PGS1;PHACTR1;PPP2R5E;PRSS22;PTHLH;PTP4A2;QSOX2;RAB5A;RANGAP1;RAPGEF2;RARA;RASA2;RASSF8;RB1CC1;RCBTB2;RELA;RELL1;RHOJ;RNF144B;ROCK2;RUFY3;RUNX1;S100A10;SBNO2;SDC4;SDCBP;SEMA3C;SERPINB8;SERTAD1;SH2B3;SLC24A4;SLC2A1;SLC38A2;SLC6A8;SLC7A8;SLC9A1;SLMAP;SMAD3;SMAP2;SMG7;SPEG;SSH1;STARD13;STK40;STX11;TBC1D15;TES;TMCC3;TMEM65;TNC;TNFRSF12A;TNIP3;TRAF1;TRAF3;TRAK1;TXN;UBC;UPP1;VEZF1;VIM;VPS37B;WNT7B;YWHAZ;ZBTB47;ZC3HAV1;ZEB2;ZFAND2A;ZFAND5;ZFP36;ZKSCAN1;ZNF385B;ZNF710;ZSWIM6"
"5","geneSet","hocomoco__FOSL2_MOUSE.H11MO.0.A",4.51,0.054,"FOSL2 (inferredBy_Orthology). ","ATF3; BACH2; BATF; EP300; FOS; FOSB; FOSL1; JDP2; JUN; JUNB; JUND; MEF2A; MYC; NFE2; RCOR1; SMARCB1; SMARCC1; TCF12; TCF7L2; TRIM28 (inferredBy_MotifSimilarity). ",465,2200,"ABHD5;ABR;ABTB2;ACOT9;ADAM17;ADAMTS3;AFF1;AGFG1;AGL;AHNAK;AKAP13;ALDOA;ALOX5AP;ALOXE3;AMBRA1;AMHR2;AMPD3;ANGPTL2;ANKRD52;ANXA1;ANXA2;ANXA5;AR;ARC;ARHGAP17;ARHGAP18;ARHGAP23;ARHGEF2;ARID5A;ARL14;ARNTL2;ASB1;ASB6;ATF3;ATG9B;ATP1A1;ATP8B4;B3GNT5;BACH1;BAG3;BCAR1;BCAT1;BCL9;BIRC2;BMP2;BRIX1;C1orf116;C2CD2L;C6orf141;CAPN2;CAST;CCDC50;CCDC82;CCL22;CCNYL1;CD276;CD44;CDC42EP3;CDH6;CDK7;CDKN1A;CDKN2AIP;CDR2;CDYL2;CGN;CHMP4B;CHMP4C;CHPF2;CIDEC;CLCF1;CLDN14;CLDN4;CLIC1;CNR1;CREM;CRK;CS;CSNK1D;CSNK1G1;CSRNP1;CTNNAL1;CYLD;DACH1;DCUN1D5;DDR2;DMD;DNAJB1;DNAJC6;DOT1L;DPYD;DUSP1;DUSP5;EFR3A;EHD3;EIF3D;EIF3J;EIF4E;ELF4;EMP1;EMP3;ENO1;ENTPD7;EPHA2;EPHB2;ERCC1;EREG;ESR1;ETS1;ETV1;ETV3;EVI2B;EZR;F3;FAM126A;FAM135A;FAM160A1;FAM180A;FAM3C;FAM43A;FAM83B;FAM83G;FBXO30;FBXO32;FEM1C;FER;FLNC;FNIP1;FOSB;FOSL1;FOSL2;FOXA1;GAB2;GADD45A;GADD45B;GAL;GAN;GCNT1;GEM;GIMAP7;GIT1;GJB3;GLCE;GLI3;GLIS3;GLRX2;GNG12;GOSR2;GPATCH3;GPR4;GPRC5A;GPRIN3;GTF3C4;HBEGF;HBP1;HCCS;HDX;HEG1;HGS;HIVEP3;HMGA1;HMOX1;HMOX2;HOMER1;HS3ST2;HSP90AB1;HSPA8;HSPB7;IFNGR2;IFRD1;IL11;IL15;IL1R1;IL1RL1;IL23A;IL6;IL7R;INO80D;INTU;IPPK;IRAK2;IRF1;ISG20;ITGA3;ITGA5;ITGA6;ITGAV;ITPRIPL2;ITSN2;JAK2;JMJD1C;JOSD1;JUP;KBTBD8;KCNJ10;KCNJ8;KCNN4;KCTD5;KDM5B;KDM6B;KIAA0513;KITLG;KLC1;KLF6;KLHL21;KPNA4;KRT18;KRT19;KSR1;LAMB3;LAMC2;LDLR;LGALS3;LIF;LNPEP;LONRF3;LPIN3;LRMP;LRRC55;LRRC8B;LRRC8E;LRRFIP2;LRRTM1;LSG1;LUC7L;MACC1;MAFG;MAFK;MAP2K3;MAP3K8;MAP4K3;MAP7D1;MARK2;MAST2;MBD2;MET;METRNL;MFAP3L;MICALL1;MIR155HG;MIR17HG;MMP1;MMP19;MMP3;MOB2;MPP5;MPRIP;MRGPRF;MRVI1;MTMR4;MYH10;MYL12B;N4BP1;N4BP3;NAA25;NCK2;NCOA7;NEDD4L;NFKBIZ;NINL;NIPBL;NLRC5;NOS3;NPTX2;NR1H4;NR4A3;NRCAM;NRF1;NRIP3;NUP153;OSBPL8;OTUB2;OVGP1;OXR1;PAFAH2;PAPPA;PAQR5;PARD6B;PAWR;PBX1;PCYT1A;PDCD10;PDE4D;PDGFA;PDLIM4;PEA15;PER2;PFKP;PGS1;PHACTR1;PHC2;PHLDA2;PHOSPHO1;PI4K2A;PITPNC1;PLAA;PLAT;PLCD3;PLD1;PLEKHM1;PLEKHM2;PLK3;PMEPA1;PNPLA8;PPP2CA;PPP2R3A;PPRC1;PRDM1;PRLR;PRNP;PRR7;PRSS22;PSME4;PTHLH;PTP4A2;QSOX2;RAB5A;RAPGEF2;RARA;RASA2;RASEF;RASGRP3;RASSF8;RB1CC1;RCBTB2;RELA;RELL1;RELT;RFFL;RHOC;RHOJ;RIN1;RIPK4;RNF10;RNF144B;RNF149;RNF24;ROCK2;RUFY3;RUNX1;S100A10;SAMD8;SAT1;SBF1;SBNO2;SDC1;SDC4;SDCBP;SDCBP2;SEC24B;SEMA3C;SERPINB2;SERPINB8;SERPINE2;SERPINH1;SERTAD1;SFMBT2;SFN;SGK2;SGMS2;SH2B3;SH2D5;SIPA1L2;SIX4;SKI;SLC14A1;SLC19A2;SLC22A23;SLC24A4;SLC25A28;SLC2A1;SLC35E4;SLC38A1;SLC38A2;SLC38A4;SLC6A8;SLC7A8;SLC9A1;SLMAP;SMAD3;SNRPB2;SORBS2;SPEG;SPHK1;SQSTM1;SSH1;ST6GALNAC4;STARD13;STC2;STK38L;STK40;STX11;STX1A;SVIL;SYNCRIP;SYNJ2;SYS1;TANC1;TBC1D5;TDG;TDRD7;TEAD4;TES;TGFB3;TGIF1;TLK2;TMEM65;TMPRSS2;TNC;TNFAIP8;TNFRSF10B;TNFRSF12A;TNFRSF1B;TNIP3;TNKS2;TNPO1;TOR1AIP1;TPCN1;TRAF1;TRAF3;TRAF3IP2;TRAK1;TRIB1;TSC22D2;TSPAN9;TTC23;TUBA1C;TUBB2A;TUFT1;TXN;UBAP1;UBC;UBE2J1;UPP1;VAPA;VCL;VEZF1;VGF;VIM;VPS37B;VPS37C;VSNL1;WASF2;WDR37;WNT7B;WNT9A;XIRP1;XYLT1;YWHAZ;ZBTB2;ZBTB40;ZBTB43;ZC3H12A;ZC3HAV1;ZFAND2A;ZFAND5;ZFC3H1;ZFP36;ZKSCAN1;ZNF165;ZNF444;ZNF516;ZNF706;ZNF710;ZNF777;ZSWIM6"
"6","geneSet","transfac_pro__M08940",4.51,0.054,"FOSL2 (directAnnotation). ","ATF3; BACH2; BATF; EP300; FOS; FOSB; FOSL1; JDP2; JUN; JUNB; JUND; MEF2A; MYC; RCOR1; SMARCC1; TCF12; TCF7L2; TRIM28 (inferredBy_MotifSimilarity). ",436,2038,"ABCE1;ABHD5;ABI1;ABLIM1;ABR;ABTB2;ADAM17;ADAMTS3;ADRA1B;AFF1;AGFG1;AHNAK;ALOX5AP;ALOXE3;AMBRA1;ANGPTL2;ANKRD52;ANXA1;ANXA2;ANXA5;AR;ARC;ARHGAP17;ARHGAP18;ARHGAP23;ARHGAP42;ARHGEF9;ARL14;ARNTL2;ARRDC4;ASB6;ATF3;ATF4;ATG9B;ATP1A1;ATP8B4;AZIN1;B3GNT5;BACH1;BAG3;BATF3;BCAR1;BCL10;BCL9;BIN3;BIRC2;BMP2;BRIX1;BTG3;C15orf41;C1orf116;C1QTNF1;C2CD2L;C6orf141;CACYBP;CAPN2;CAST;CCDC50;CCDC82;CCL22;CD44;CDC42EP3;CDH6;CDK7;CDKN1A;CDKN2AIP;CDR2;CDYL2;CGN;CHD2;CHMP4B;CIDEC;CLCF1;CLDN14;CLDN4;CNR1;CPEB4;CRK;CS;CSF3;CSNK1D;CSNK1G1;CSRNP1;CTNNAL1;CXCL11;CXCL2;CXXC5;CYLD;DDX20;DHRS9;DMD;DNAJC6;DOT1L;DPYD;DUSP1;DUSP19;DUSP5;EAF1;EFR3A;EHD3;EIF3D;EIF3J;EIF4E;ELF1;ELF4;ELK3;EMILIN2;EMP1;EMP3;ENO1;EPHA1;EPHA2;EPHB2;EPS8;EREG;ESR1;ETS1;ETV1;ETV3;F3;FAM126A;FAM135A;FAM13A;FAM160A1;FAM180A;FAM83G;FBXO30;FBXO32;FLNC;FNBP1;FNIP1;FNIP2;FOSB;FOSL1;FOSL2;FOXA1;FRMD6;GAB2;GADD45A;GADD45B;GAL;GCLM;GCNT1;GEM;GIMAP7;GIT1;GJA1;GJB3;GLCE;GLI3;GLIS3;GLRX2;GNG12;GPATCH3;GPRC5A;GPRIN3;GTF3C4;HBEGF;HBP1;HCCS;HDX;HEG1;HGS;HIVEP3;HMGA1;HMOX1;HMOX2;HOMER1;HS3ST2;HSP90AB1;HSPA4;HSPA8;IFNGR2;IFRD1;IL15;IL23A;IL7R;INO80D;INPP1;INTU;IPPK;IRAK3;ISG20;ITGA5;ITGA6;ITGAV;ITPRIPL2;JAK2;JOSD1;JUP;KBTBD8;KCNJ10;KCNJ8;KCNN4;KDM6B;KIAA0513;KIF5B;KITLG;KLC1;KLF6;KLHL15;KLHL29;KPNA4;KSR1;LAMB3;LAMC2;LDLR;LGALS3;LMBRD2;LNPEP;LONRF3;LPIN3;LRCH1;LRMP;LRRC15;LRRC55;LRRC8B;LRRFIP1;LRRFIP2;LRRTM1;LUC7L;MAFG;MAFK;MAP2K3;MAP4K3;MAPKBP1;MBD2;MBNL1;MED15;METAP1D;METRNL;MIR155HG;MMP12;MMP19;MMP3;MPP5;MPRIP;MRVI1;MTSS1;MYH10;MYL12B;MYO16;N4BP1;NCK2;NCOA7;NEDD4L;NFKBIZ;NINL;NLRX1;NOS3;NPTX2;NR1H4;NR4A3;NRCAM;NRG1;NUCKS1;NUP153;OSBPL8;OVGP1;OXR1;PAFAH1B2;PAPPA;PAQR5;PARD6B;PAWR;PBX1;PDE4D;PDGFA;PER2;PFKP;PHACTR1;PHC2;PI4K2A;PIK3C2G;PLAA;PLAT;PLCD3;PLD1;PLEK;PLEKHF2;PLEKHG7;PLEKHM1;PMEPA1;PNPLA8;POLR3GL;PPP2CA;PPP2R5E;PPTC7;PRLR;PRSS22;PTH1R;PTHLH;PTP4A2;QSOX2;RAB5A;RAD54L2;RAI1;RANGAP1;RAPGEF2;RARA;RASA2;RASAL2;RASGRP3;RASSF8;RB1CC1;RBFOX2;RELA;RELL1;RHOC;RHOJ;RIN1;RIPK4;RND3;RNF10;RNF144B;RNF149;RNF34;RNF44;ROCK2;RORC;RRP1;RUFY3;RUNX1;S100A10;SAMD4A;SBF1;SBNO2;SDC4;SDCBP;SDCBP2;SEC16B;SEMA3C;SERPINB8;SERPINH1;SERTAD1;SFN;SGK2;SGMS2;SH2B3;SH2D5;SH3PXD2B;SIPA1L2;SKI;SLC14A1;SLC17A4;SLC19A2;SLC24A4;SLC2A1;SLC35E4;SLC38A1;SLC38A2;SLC6A8;SLC7A1;SLC7A8;SLC8A1;SLC9A1;SLMAP;SMAD3;SMAP2;SMG7;SNPH;SNRPB2;SORBS2;SPEG;SSH1;STARD13;STC2;STK38L;STK40;STX11;STX1A;STXBP5;SVIL;SYNJ2;SYS1;TANC1;TBC1D15;TBC1D30;TBC1D5;TEAD4;TES;TGIF1;TJP1;TM4SF1;TMCC3;TMEM65;TMPRSS2;TNC;TNFRSF10B;TNFRSF12A;TNFRSF1B;TOR1AIP1;TRAF1;TRAF3;TRAF3IP2;TRAK1;TTC39A;TUBA1C;TUBB2A;TXN;UBAP1;UBASH3B;UBC;UPP1;VAPA;VCL;VEZF1;VGF;VIM;VPS37B;VPS37C;VSNL1;WASF2;WDR44;WNT7B;WNT9A;WTAP;XIRP1;YAP1;YWHAH;YWHAZ;ZBTB40;ZBTB43;ZC3H12A;ZC3HAV1;ZEB2;ZFAND2A;ZFP36;ZKSCAN1;ZNF165;ZNF362;ZNF385B;ZNF516;ZNF710;ZNF746;ZSWIM6"
