"","x"
"1","Lonrf1"
"2","Mlec"
"3","Palld"
"4","Tfe3"
"5","Rars2"
"6","Gm14421"
"7","Nup160"
"8","Gon4l"
"9","Ccne1"
"10","Daxx"
"11","Gtpbp4"
"12","Jmjd4"
"13","Wdr37"
"14","Nol10"
"15","Pinx1"
"16","Arf2"
"17","Ruvbl1"
"18","Sart3"
"19","Secisbp2"
"20","Nol6"
"21","Sf3b3"
"22","Vps37c"
"23","Znhit2"
"24","Rbmxl1"
"25","Elp1"
"26","Abcf2"
"27","Hnrnpf"
"28","Ddx18"
"29","Gm12435"
"30","Ipo4"
"31","Pdcd11"
"32","Blzf1"
"33","Usp42"
"34","Irgq"
"35","Jagn1"
"36","Entr1"
"37","Ddx27"
"38","Sf3a1"
"39","Ankrd9"
"40","G3bp1"
"41","Vegfa"
"42","Otulin"
"43","Id3"
"44","Dnajb5"
"45","Thumpd1"
"46","Prkab1"
"47","Rrp9"
"48","Lsg1"
"49","Gtf2f2"
"50","Pigm"
"51","Itpa"
"52","Dnajc5"
"53","Clp1"
"54","Shq1"
"55","Ints5"
"56","Rabepk"
"57","Mesd"
"58","Stk40"
"59","Mphosph6"
"60","Nup35"
"61","Gm4353"
"62","Sdf2l1"
"63","Ero1a"
"64","Tmem41b"
"65","Golt1b"
"66","4930453N24Rik"
"67","Ythdf1"
"68","Slc25a44"
"69","Spty2d1"
"70","Slx4"
"71","Pelo"
"72","Sf3a3"
"73","Txndc11"
"74","Tdg"
"75","Gm5597"
"76","Gm12183"
"77","Ddx5"
"78","1810037I17Rik"
"79","Kat14"
"80","Rpain"
"81","Eif2ak2"
"82","Timm10b"
"83","Mitd1"
"84","Ralb"
"85","Zfp219"
"86","Ddx49"
"87","Golga1"
"88","Zfp78"
"89","Ddx17"
"90","Kti12"
"91","Capza1"
"92","Capza1-ps1"
"93","Rnf185"
"94","Cep76"
"95","Dnajb11"
"96","Hyou1"
"97","Tfg"
"98","Srrt"
"99","Syvn1"
"100","Manf"
"101","Dph3"
"102","Ttc37"
"103","Ptcd2"
"104","Nol8"
"105","Ccdc134"
"106","Ung"
"107","Ptpn1"
"108","Polr1e"
"109","Tank"
"110","Zfp330"
"111","Tmem167"
"112","Pus7"
"113","Cpsf2"
"114","Trim27"
"115","Gm9728"
"116","Aacs"
"117","Ldlr"
"118","Slc35b1"
"119","Helb"
"120","Eef1aknmt"
"121","Akap17b"
"122","Rbm26"
"123","Slc35c1"
"124","Pnpt1"
"125","Uck2"
"126","Zc3h7a"
"127","Gtf3c6"
"128","Pcgf6"
"129","Mak16"
"130","Crybg3"
"131","Taf2"
"132","Vhl"
"133","Amd-ps3"
"134","Amd1"
"135","Amd2"
"136","Amd-ps4"
"137","Amd-ps6"
"138","Amd-ps5"
"139","Gm42818"
"140","Foxk2"
"141","Ogfod1"
"142","Ints2"
"143","Ripk1"
"144","Dusp11"
"145","Cwc22"
"146","BC024978"
"147","Ttll4"
"148","Slc10a2"
"149","Rrn3"
"150","Ddx19b"
"151","Mtmr12"
"152","Arfip2"
"153","Pprc1"
"154","Pde12"
"155","Rabif"
"156","Txlna"
"157","Fastkd5"
"158","Tcerg1"
"159","Timm29"
"160","A1bg"
"161","Srsf6"
"162","Supt16"
"163","Brix1"
"164","Kif5b"
"165","E2f4"
"166","LTO1"
"167","Rbsn"
"168","Bysl"
"169","Nop2"
"170","Mlx"
"171","Dhx38"
"172","Rwdd4a"
"173","Snu13"
"174","Nmd3"
"175","Sel1l3"
"176","Ngdn"
"177","Ube2s"
"178","Ccdc86"
"179","Zfp110"
"180","Gm16165"
"181","Zfp719"
"182","Snrpd1"
"183","Nup50"
"184","Ddx31"
"185","Gdpgp1"
"186","Xpo5"
"187","Tubb4b-ps1"
"188","Tubb4b-ps2"
"189","Tubb4b"
"190","Ss18"
"191","Ddx20"
"192","Rpf2"
"193","Zfp933"
"194","Dbr1"
"195","Pwp1"
"196","Trmt61b"
"197","Noc4l"
"198","Arid3a"
"199","Cdc25a"
"200","Zfp623"
"201","Adh6-ps1"
"202","Gpc4"
"203","Keg1"
"204","Tiam2"
"205","Ern1"
"206","Pter"
"207","Enpep"
"208","Hao1"
"209","Cyp2c70"
"210","Exph5"
"211","Mfhas1"
"212","Acsm5"
"213","Ogfrl1"
"214","Slc3a1"
"215","Nr3c1"
"216","Ttll12"
"217","C730036E19Rik"
"218","Nr1d1"
"219","Efna1"
"220","Zfp39"
"221","Pls3"
"222","Slc1a4"
"223","Depdc7"
"224","Tbcel"
"225","Hsd17b2"
"226","Lin7a"
"227","Kank1"
"228","Scly"
"229","Nudt7"
"230","Umps"
"231","Bcar1"
"232","Slc41a2"
"233","Il13ra1"
"234","Atp8b1"
"235","Irf5"
"236","Zbtb5"
"237","Ctsc"
"238","Ugcg"
"239","Chsy3"
"240","Serpina4-ps1"
"241","S1pr1"
"242","Cdca7"
"243","Rab20"
"244","Wdr45b"
"245","Dph2"
"246","Osgin1"
"247","Cacul1"
"248","Hus1"
"249","Armt1"
"250","Kdm8"
"251","Gm36816"
"252","Otub2"
"253","Tbx3"
"254","Nupl2"
"255","Lipt2"
"256","Syne3"
"257","Bend3"
"258","Zfp867"
"259","Tmem18"
"260","Pdilt"
"261","Ppp1r15b"
"262","Ddx51"
"263","Ssb"
"264","Gm12026"
"265","Ttc27"
"266","Tfdp1"
"267","Gtf2h3"
"268","Lysmd3"
"269","Gm8750"
"270","Gm8752"
"271","Ube2j2"
"272","Srp19"
"273","Snrnp40"
"274","Pa2g4"
"275","Tdg-ps"
"276","Crnkl1"
"277","Tent4a"
"278","Slamf9"
"279","Gm42604"
"280","Chmp4c"
"281","Rnf24"
"282","Cks1b"
"283","Dhx33"
"284","E2f2"
"285","Hs3st3b1"
"286","Nanp"
"287","Gm6741"
"288","Erh"
"289","Tmem43"
"290","Ufm1"
"291","Yars"
"292","Eif2ak3"
"293","Cog3"
"294","Ptbp1"
"295","Nucb2"
"296","Trabd"
"297","Selenok"
"298","Ssr2"
"299","Gale"
"300","Slc35b4"
"301","Tirap"
"302","Lbr"
"303","Papola"
"304","Fndc3a"
"305","Osbp"
"306","Hcfc2"
"307","Atf6"
"308","Edem1"
"309","Spcs3"
"310","Erp44"
"311","Ostc"
"312","Txndc5"
"313","Ssr1"
"314","Spcs2"
"315","Fdft1"
"316","Jpt2"
"317","Stk38l"
"318","Lss"
"319","Nudcd1"
"320","Sec61a1"
"321","Ifih1"
"322","Utp14b"
"323","Trim30d"
"324","Kit"
"325","Msr1"
"326","Nostrin"
"327","Herc6"
"328","Gmppa"
"329","Apol9a"
"330","Dhx57"
"331","Sgsm1"
"332","Hapln4"
"333","Nme6"
"334","Hmgcr"
"335","AI987944"
"336","Nars"
"337","Mrps27"
"338","Ms4a6d"
"339","Gbp4"
"340","Gbp2"
"341","Gvin-ps2"
"342","Gvin-ps4"
"343","Slc11a2"
"344","Cad"
"345","Nfe2"
"346","Scfd1"
"347","Gm5530"
"348","Ikbke"
"349","Ifi47"
"350","Plscr1"
"351","Srprb"
"352","4930483K19Rik"
"353","Sec23b"
"354","Tmed9"
"355","Nfxl1"
"356","Mgat2"
"357","Tmed3"
"358","Hspa13"
"359","Entpd7"
"360","Mvd"
"361","Igtp"
"362","F13a1"
"363","Gtf2b"
"364","Gbp3"
"365","Dkc1"
"366","Ap5s1"
"367","Fscn1"
"368","Swap70"
"369","Serpina9"
"370","Ampd2"
"371","Gm11295"
"372","Skap2"
"373","Itga6"
"374","Atf4"
"375","Mthfd2"
"376","Ccdc149"
