"","x"
"1","Comp"
"2","Vim"
"3","Vat1"
"4","Midn"
"5","Anxa11os"
"6","Klf3"
"7","Prr14"
"8","Rin2"
"9","Inf2"
"10","Ulk4"
"11","F830115B05Rik"
"12","Gm42551"
"13","Pqlc3"
"14","Eid3"
"15","Ehd1"
"16","Fancc"
"17","Gm15587"
"18","Ier5"
"19","Nanos1"
"20","6430710M23Rik"
"21","4933428G20Rik"
"22","Caml"
"23","Gm20540"
"24","Prickle3"
"25","F830208F22Rik"
"26","9330162B11Rik"
"27","Gm42615"
"28","Gm42614"
"29","Mir6240"
"30",NA
"31","Sox4"
"32","Ccdc192"
"33","Uap1l1"
"34","Serpina3n"
"35","Myd88"
"36","Thbs1"
"37","Scpep1"
"38","Lpin2"
"39","Cat"
"40","Tgif1"
"41","Nfe2l2"
"42","Gm45512"
"43","Adarb1"
"44","Bach1"
"45","Sf3b1"
"46","Galnt15"
"47","Gm8982"
"48","Rps7-ps2"
"49","Atp6v1a"
"50","Zrsr1"
"51","Gabarapl1"
"52","Gm12846"
"53","Myo5a"
"54","Mafk"
"55","Ripk1"
"56","Slc20a1"
"57","Mt2"
"58","Gm45774"
"59","Tlr4"
"60","Kcnq1ot1"
"61","Zfp612"
"62","C030015A19Rik"
"63","Fmo2"
"64","Olfr267"
"65","Sdc4"
"66","Pi4k2a"
"67","Pcf11"
"68","Gm15645"
"69","Mt1"
"70","Slc39a14"
"71","Ints6"
"72","Pparg"
"73","Gm13237"
"74","Gm8652"
"75","Gm16216"
"76","Gm12458"
"77","Fam83h"
"78","Mocs1"
"79","Ctdp1"
"80","Gnl3"
"81","Zkscan1"
"82","Mpp4"
"83","Faf2"
"84","Nub1"
"85","Snhg1"
"86","Bsdc1"
"87","BC005537"
"88","Luc7l"
"89","Gas5"
"90","Zxdc"
"91","Zfp445"
"92","Gm5582"
"93","Fhl3"
"94","Rusc2"
"95","9530026P05Rik"
"96","Wdfy1"
"97","Atp6v1h"
"98","Hmgb2"
"99","Tmem37"
"100","Zfp655"
"101","Pttg1ip"
"102","Rbm14"
"103","6430548M08Rik"
"104","Gm19409"
"105","Trim43c"
"106","Hacd3"
"107","Coasy"
"108","Rit1"
"109","Mafg"
"110","Sirt7"
"111","Dedd2"
"112","Gm14928"
"113","Gpnmb"
"114","Arhgap23"
"115","Hspb7"
"116","Gm9817"
"117","Hspb1"
"118","Hsp25-ps1"
"119","Gm26532"
"120","Por"
"121","Bet1l"
"122","Gab2"
"123","Apod"
"124","Zswim4"
"125","Cry2"
"126","Akap8l"
"127","Fam214b"
"128","Rbm15b"
"129","Zbtb11"
"130","Ell"
"131","Gtf2b"
"132","Slc7a2"
"133","Tmem43"
"134","Trim43a"
"135","Gm37352"
"136","Itpk1"
"137","Zfp574"
"138","Ftl1-ps2"
"139","Gak"
"140","Ier3"
"141","Ftl1-ps1"
"142","Ftl1"
"143","Ube2i"
"144","Mocos"
"145","Mtmr4"
"146","Plekhm2"
"147","Dido1"
"148","Cd160"
"149","Angptl7"
"150","Maff"
"151","Papss2"
"152","Dapk1"
"153","Car4"
"154","Gm13389"
"155","Ppp1r10"
"156","Foxo1"
"157","Atcay"
"158","Zfp189"
"159","Zfp623"
"160","Habp2"
"161","Ablim1"
"162","Ankrd2"
"163","Csrp3"
"164","Ampd3"
"165","Eif4a3l2"
"166","C78859"
"167","Nop14"
"168","Gfpt2"
"169","Ern1"
"170","Baiap2l1"
"171","Fxyd4"
"172","Rcc2"
"173","Gm45133"
"174","Bcl3"
"175","Arid3b"
"176","Gm45797"
"177","H2bc24"
"178","H2bc23"
"179","Lep"
"180","Lfng"
"181","Gimap9"
"182","F730311O21Rik"
"183","Cdt1"
"184","Gm42440"
"185","Zc3h12a"
"186","Nabp1"
"187","Itprid2"
"188","Arid3a"
"189","Aacs"
"190","Sh3tc1"
"191","Gm26165"
"192","Tgfbr2"
"193","Cd300lb"
"194","Syne3"
