"","x"
"1","Ttll8"
"2","Thbd"
"3","Ccdc117"
"4","Swt1"
"5","Brpf3"
"6","Tns1"
"7","Ubac1"
"8","Fmo2"
"9","Pfkfb2"
"10","Fkbp5"
"11","Slc16a10"
"12","Tox"
"13","Ccnl1"
"14","Tedc2"
"15","Ablim3"
"16","Timm10"
"17","Atg16l1"
"18","Map3k8"
"19","Gata6"
"20","Kctd15"
"21","Gm5575"
"22","Gm15459"
"23",NA
"24","Gm8326"
"25","Gm8337"
"26","Gm8141"
"27","Hspa8"
"28","Gm6210"
"29","Gm8355"
"30","Clasrp"
"31","Tuba8"
"32","Ntrk1"
"33","Gm13363"
"34","Ptp4a1"
"35","Trib1"
"36","Gm5276"
"37","Rsrc2"
"38","Gm14470"
"39","Ldha"
"40","Bcl9l"
"41","Vnn1"
"42","Mgll"
"43","Obsl1"
"44","Gcnt4"
"45","Baiap2l1"
"46","Zbtb16"
"47","Thap12"
"48","Lyve1"
"49","Fitm2"
"50","Dcun1d3"
"51","Shld2"
"52","Dnajb1"
"53","Ppp1r3b"
"54","Ccar1"
"55","Dda1"
"56","Ube2g2"
"57","Rdh13"
"58","Rhbdd2"
"59","Pfkfb1"
"60","Usp2"
"61","Ufd1"
"62","Hnrnph1"
"63","Il1a"
"64","Cer1"
"65","Slc2a3"
"66","Lepr"
"67","Gm32856"
"68","Peg3"
"69","Ttf1"
"70","Gm45551"
"71","Gm20186"
"72","Zfand2a"
"73","Ctif"
"74","Fam177a2"
"75","Fam177a"
"76","Adamts1"
"77","Trp53rka"
"78","Gm34091"
"79","Tigd5"
"80","Gm26815"
"81","Hspa1b"
"82","Hspa1a"
"83","Gm37416"
"84","Gm42429"
"85","Gm42427"
"86","Fam180a"
"87","Gm4316"
"88","Gm10524"
"89","Miga1"
"90","Gm46223"
"91","Apobec3"
"92","Slc22a26"
"93","Gm37914"
"94","Rrnad1"
"95","Gm44951"
"96","Dcbld1"
"97","Gm13082"
"98","Clock"
"99","Myo1e"
"100","Megf9"
"101","P4ha1"
"102","Lonrf3"
"103","Chka"
"104","Pnkd"
"105","Kansl1l"
"106","Cul7"
"107","Odf3b"
"108","Vgll4"
"109","Arid5b"
"110","Rilp"
"111","Zfp36"
"112","Egr1"
"113","Fos"
"114","Kynu"
"115","Slco1a4"
"116","Etfrf1"
"117","Gm5638"
"118","Hecw2"
"119","Itgb3"
"120","Esam"
"121","Pex11a"
"122","Plin5"
"123","Mcrip2"
"124","Atf5"
"125","Gm5049"
"126","Cyp8b1"
"127","Elovl2"
"128","Abcb4"
"129","Acot12"
"130","Klf4"
"131","Tmem120a"
"132","Slc41a3"
"133","Psmd9"
"134","Gpt2"
"135","Atl2"
"136","Cdkn1a"
"137","Pnpla2"
"138","Tspan31"
"139","Slc27a1"
"140","Hsd17b11"
"141","Hsd17b13"
"142","Ephx2"
"143","Ptpmt1"
"144","Bhlhb9"
"145","Cpt1a"
"146","Ubxn1"
"147","Sorbs3"
"148","Tmem131"
"149","Foxo3"
"150","Jmy"
"151","Crebrf"
"152","Them4"
"153","Gm47431"
"154","Arhgap19"
"155","Actr6"
"156","Lurap1l"
"157","Rora"
"158","Csnk1d"
"159","Ipmk"
"160","Anp32a"
"161","Cmtm8"
"162","Pdk2"
"163","Ccn2"
"164","Foxo1"
"165","Plk3"
"166","Rgs1"
"167","Cxcr4"
"168","Gm11832"
"169","Gm8597"
"170","Rasd1"
"171","E230001N04Rik"
"172","Mfsd2a"
"173","Rad54b"
"174","Rusc2"
"175","Pdk4"
"176","Rasgef1b"
"177","Mafb"
"178","Trp53inp1"
"179","Slc7a2"
"180","Rabgef1"
"181","Tat"
"182","Lpin2"
"183","C9orf72"
"184","Grpel2"
"185","Slc25a32"
"186","Pim3"
"187","Lgalsl"
"188","Arntl"
"189","B3gat3"
"190","Tent5c"
"191","Mlxip"
"192","Zfand6"
"193","Bmp1"
"194","Pbld1"
"195","Tgoln1"
"196","Fam210b"
"197","Mier3"
"198","Pde4c"
"199","Gm4952"
"200","Crot"
"201","Hal"
"202","Clpx"
"203","Denn2b"
"204","Tymp"
"205","Rbpms"
"206","Thra"
"207","Gm2814"
"208","Mtarc1"
"209","4833411C07Rik"
"210","Gm37981"
"211","Blcap"
"212","Vipr1"
"213","Mturn"
"214","Ccni"
"215","Tln2"
"216","Klf9"
"217","Stag2"
"218","Zfand5"
"219","Ctsf"
"220","Amdhd1"
"221","Cisd1"
"222","Smg6"
"223","Flvcr2"
"224","Vwa3b"
"225","Lrp5"
"226","Sun2"
"227","Slc25a22"
"228","3930402G23Rik"
"229","Plppr1"
"230","Mthfr"
"231","Slc25a42"
"232","Ankrd44"
"233","Cblb"
"234","Tmem100"
"235","Zxdc"
"236","Glt1d1"
"237","Per1"
"238","Ccng2"
"239","Pptc7"
"240","Mylip"
"241","Cebpd"
"242","Lgals4"
"243","Arl4a"
"244","Acad8"
"245","Hykk"
"246","Fam13a"
"247","Sulf2"
"248","Slc35e2"
"249","Pttg1ip"
"250","Bace1"
"251","Oser1"
"252","Cdip1"
"253","Insig2"
"254","Acer2"
"255","St3gal5"
"256","Gm16573"
"257","Krt23"
"258","Cfap43"
"259","Slc25a34"
"260","Ppargc1a"
"261","Gm45044"
"262","Tlcd4"
"263","Nlrp12"
"264","Rtf2"
"265","Plin4"
"266","Chkb"
"267","Nudt4"
"268","Proser2"
"269","Slc10a6"
"270","Gm33543"
"271","Gm11752"
"272","Nr1i2"
"273","AA986860"
"274","Mknk2"
"275","Gm5424"
"276","Gm13142"
"277","Aqp4"
"278","Etnppl"
"279","Lmbr1l"
"280","Jrk"
"281","Tmed8"
"282","2900052L18Rik"
"283","Tbcc"
"284","Pdgfa"
"285","Inhbe"
"286","Lig3"
"287","Epm2aip1"
"288","Cstf2t"
"289","Cdc42se1"
"290","9130023H24Rik"
"291","Blnk"
"292","Frat1"
"293","Slc2a5"
"294","Gm4890"
"295","Zfp612"
"296","Nkiras1"
"297","Kdm6b"
"298","Ralgapa2"
"299","Dgkh"
"300","Epha2"
"301","Zbtb32"
"302","Unc45a"
"303","Ocel1"
"304","Tor1a"
"305","Mrpl17"
"306","Agap2"
"307","Clip1"
"308","Abhd2"
"309","Ppa1"
"310","Mogat1"
"311","Lhpp"
"312","Fh1"
"313","Rbm3-ps"
"314","Gde1"
"315","Pgm3"
"316","Acaa1a"
"317","Acaa1b"
"318","Lamb3"
"319","Ech1"
"320","Ehhadh"
"321","Retsat"
"322","Fabp2"
"323","Hadhb"
"324","Grn"
"325","Hacd3"
"326","Gm29371"
"327","Cyp4a30-ps"
"328","Gm45053"
"329","Cyp4a14"
"330","Cyp4a31"
"331","Cyp4a32"
"332","Cyp4a10"
"333","Chrna2"
"334","Decr1"
"335","Acot2"
"336","Acot1"
"337","Crat"
"338","Inhbb"
"339","Elovl5"
"340","Zwint"
"341","Gm7556"
"342","Mapkapk2"
"343","Gm15441"
"344","Abcb1b"
"345","Psmd4"
"346","Flnb"
"347","Rogdi"
"348","Gm47528"
"349","Apoa4"
"350","Atp9a"
"351","Gstt2"
"352","Gm43107"
"353","Gm38226"
"354","Gm43836"
"355","Gm42605"
"356","Gm44267"
"357","Oplah"
"358","Map1lc3a"
"359","Cntnap1"
"360","Them7"
"361","Por"
"362","Atp1b1"
"363","Acadl"
"364","E030018B13Rik"
"365","Cidec"
"366","Zrsr1"
"367","Stap1"
"368","Gm20400"
"369","Gm38271"
"370","Slmapos2"
"371","Gm12840"
"372",NA
"373","Shtn1"
"374","Gm29408"
"375","Rbmx"
"376","Pex16"
"377","Il17rb"
"378","Atg2a"
"379","Parp16"
"380","Cntrl"
"381","Gm45716"
"382","Galk1"
"383","Nt5c2"
"384","Npnt"
"385","Gadd45b"
"386","Gja1"
"387","Tmem82"
"388","Pex19"
"389","Slc25a20"
"390","Slc22a21"
"391","Slc22a5"
"392","Klf2"
"393","Ctcflos"
"394","B930025P03Rik"
"395","Psma8"
"396","Hoxa5"
"397","Gm38357"
"398","Gm45469"
"399","Sprtn"
"400","Apold1"
"401","Tor1b"
"402","Csrp2"
"403","Brd2"
"404","Dnajb4"
"405","Dusp5"
"406","Uckl1os"
"407","Atad3a"
"408","Ccrl2"
"409","Triml2"
"410","4930412M03Rik"
"411","Gm37234"
"412","Gm37760"
"413","Gm42729"
"414","Acot5"
"415","Acot4"
"416","Hilpda"
"417","Mroh6"
"418","Fosl2"
"419","Tbc1d8"
"420","Hdc"
"421","Cd14"
"422","Bcl6b"
"423","Nos3"
"424","Gm38372"
"425",NA
"426","Adrm1"
"427","Slc16a5"
"428","Mthfd1l"
"429","Sema4c"
"430","Gm30301"
"431","Gm7265"
"432","Zfp111"
"433","Gm15777"
"434","Prrg4"
"435","Particl"
"436","Jund"
"437","Gm42690"
"438","Eme2"
"439","Rpap3"
"440","Khdrbs1"
"441","6330403L08Rik"
"442","Trub2"
"443","Tbrg1"
"444","Taf9-ps"
"445","Ddx39b"
"446","Slc20a1"
"447","Creb3"
"448","Usp18"
"449","Ciapin1"
"450","Gm37010"
"451","Ccdc120"
"452","Gm37072"
"453","Samd4"
"454","Gm47257"
"455","Zcchc3"
"456","Zfp345"
"457","Ifrd1"
"458","1700123O20Rik"
"459","Dusp8"
"460","Tor3a"
"461",NA
"462","Sertad3"
"463","Smn1"
"464","Gm43360"
"465","G0s2"
"466","Gm15344"
"467","Fam222a"
"468","Slc25a47"
"469","Tmcc3"
"470","Tob2"
"471","Npc1"
"472","Slc25a33"
"473","Ankrd33b"
"474","Cln8"
"475","Crcp"
"476","Gm14097"
"477","Pde4d"
"478","Ppp1r10"
"479","Trafd1"
"480","Sik1"
"481","Csrnp1"
"482","Nr4a1"
"483","Gm43314"
"484","Tob1"
"485","Ciart"
