"","x"
"1","Wsb1"
"2","Gm13306"
"3","Ccl27b"
"4","Nfil3"
"5","Cpeb4"
"6","Ypel2"
"7","Gm15502"
"8","Gm43437"
"9","Spry4"
"10","Arhgap6"
"11","Uevld"
"12","Sdr9c7"
"13","Hpgd"
"14","Abcc6"
"15","Gm36041"
"16","Aqp8"
"17","Glo1-ps"
"18","Abhd17c"
"19","Gclc"
"20","Cdk2"
"21","Ethe1"
"22","Loxl4"
"23","Acat3"
"24","9930021J03Rik"
"25","Shank2"
"26","Stom"
"27","Smagp"
"28","Pts"
"29","Gm11223"
"30","Clec4f"
"31","Dtx4"
"32","Sema3d"
"33","Itga8"
"34","Lamb1"
"35","Sftpd"
"36","Kifc2"
"37","Galns"
"38","Chd2"
"39","Gm12229"
"40","Gm7690"
"41","Zpr1"
"42","Tmcc1"
"43","Gm44126"
"44","Mms22l"
"45","Mcu"
"46","Dnase1l3"
"47","Sult1c2"
"48","Paxx"
"49","Car8"
"50","Fam210a"
"51","Mapk15"
"52","Txnrd3"
"53","Npdc1"
"54","Foxn3"
"55","Kif16b"
"56","Atp8b4"
"57","Nxt2"
"58","mt-Tn"
"59","mt-Tc"
"60","Slc39a8"
"61","Kcna2"
"62","Xrcc1"
"63","Gm3148"
"64","Rnf128"
"65","Sesn3"
"66","Sigmar1"
"67","Sft2d2"
"68","Arhgap24"
"69","Ms4a8a"
"70","Sumo3"
"71","1110020A21Rik"
"72","Dag1"
"73","Anp32-ps"
"74","Tmem106c"
"75","B4gat1"
"76","H2az2"
"77","Dclre1b"
"78","Arhgap18"
"79","Tmem218"
"80","Coq8a"
"81","Psen2"
"82","Avl9"
"83","Ube2h"
"84",NA
"85","Stat5b"
"86","Enpp3"
"87","Gm37174"
"88","Trmt9b"
"89","Gabarapl1"
"90","Ndrg1"
"91","Lipa"
"92","Camk1d"
"93","Evi5"
"94","Scarb1"
"95","Slc49a4"
"96","Gucd1"
"97","D230025D16Rik"
"98","Selenoi"
"99","Gngt1"
"100","Gm37336"
"101","Sgsm2"
"102","Wdtc1"
"103","Hacd4"
"104","Fam160a1"
"105","Gm13267"
"106","Gm2996"
"107","Rnf125"
"108","C130074G19Rik"
"109","Fbxo21"
"110","Dyrk2"
"111","Fbxl20"
"112","Dsc2"
"113","Slc35b2"
"114","Gm16023"
"115","Tm4sf1"
"116","Ntn4"
"117","Gm12892"
"118","Ldlrad4"
"119","Rgs4"
"120","Magix"
"121","Ric8b"
"122","Celsr1"
"123","Slc43a2"
"124","Dlg3"
"125","Irs1"
"126","Jchain"
"127","Gucy1a1"
"128","Klhl4"
"129","Steap3"
"130","Dhrs3"
"131","Tspan9"
"132","Tmem9"
"133","Itgb5"
"134","Axl"
"135","Mreg"
"136",NA
"137","Nfib"
"138","Dhfr"
"139","Cyp3a59"
"140","Cyp3a25"
"141","Rab43"
"142","Haus4"
"143","Pxdn"
"144","Pla2r1"
"145","Gm14023"
"146","Gm23993"
"147","1810010H24Rik"
"148","Myh14"
"149","Gm8797"
"150","E130102H24Rik"
"151","2810414N06Rik"
"152","Eif4a2"
"153","B230206H07Rik"
"154","Slc4a1"
"155",NA
"156","Frat2"
"157","Maff"
"158","Pcbp4"
"159","Ahdc1"
"160","Bmp2"
"161","Nfkbia"
"162","Pnrc1"
"163","Cirbp"
"164","Bcl6"
"165","Extl1"
"166","Kcnk5"
"167","Oaf"
"168","Mat2b"
"169","Tmem63a"
"170","Fam227a"
"171","Rasl2-9"
"172","Blm"
"173","Zc3h12d"
"174","Dyrk1b"
"175","Ly6d"
"176","Mif-ps6"
"177","Mad2l2"
"178","Ndufa4l2"
"179","Rps6ka5"
"180","Src"
"181",NA
"182","Gm42933"
"183","Xylt2"
"184","Gm32592"
"185","Paqr7"
"186","Nipal3"
"187","Trim7"
