"","x"
"1","Gm15713"
"2","Plekhf1"
"3","Gm44187"
"4","Arl4d"
"5","Ucp3"
"6","Arrdc3"
"7","Slc10a6"
"8","Lncpint"
"9","Gm37728"
"10","Trp53inp1"
"11","Ccn2"
"12","Klf4"
"13","Zfp36"
"14","Klhl38"
"15","5330406M23Rik"
"16","Fam107a"
"17","Tsc22d3"
"18","Tob2"
"19","Slc43a1"
"20","Usp54"
"21","Bcl2l1"
"22","Fam214a"
"23","Ifi207"
"24","Mcf2l"
"25","Cebpd"
"26","Pim3"
"27","Slc16a9"
"28","S1pr1"
"29","Asb4"
"30","Tnfrsf19"
"31","Tcim"
"32","Gm15943"
"33","Tiparp"
"34","Arrdc2"
"35","4930481A15Rik"
"36","Nfkbia"
"37","Enc1"
"38","4930551O13Rik"
"39","Rhob"
"40","Dclre1b"
"41","Ddit4"
"42","4930513N20Rik"
"43","Depp1"
"44","Gm44117"
"45","Angptl4"
"46","Gm18258"
"47","Errfi1"
"48","Egfros"
"49","Fosb"
"50","Apold1"
"51","Dnajb13"
"52","Baiap2l1"
"53","Maff"
"54","Irs2"
"55","Fosl2"
"56","Adamts9"
"57","Gm17197"
"58","Btg2"
"59","Rnf125"
"60","Zbtb10"
"61","Sik1"
"62","Gm45551"
"63","Serpine1"
"64","Acer2"
"65","Btnl9"
"66","Sgms2"
"67","Col12a1"
"68","Fgfr2"
"69","Col10a1"
"70","Ctsk"
"71","Acp5"
"72","Bglap3"
"73","Col2a1"
"74","Spp1"
"75","Mmp9"
"76","Nr4a2"
"77","Fos"
"78","Junb"
"79","Plod2"
"80","Cldn5"
"81","S100a9"
"82","6430548M08Rik"
"83","Mir6240"
"84","Cnksr3"
"85","Nsmf"
"86","Atcay"
"87","Ell2"
"88","Ppp1r10"
"89","Foxo1"
"90","Arhgap26"
"91","Eid3"
"92","Anxa11os"
"93","Klf3"
"94","Comp"
"95","Ier5"
"96","Csrnp1"
"97","Dnajb1"
"98","Gm29408"
"99","Thbs1"
"100","Cd160"
"101","Angptl7"
