"","x"
"1","Gm37520"
"2","Gm18212"
"3","Kcnj8"
"4","Angptl2"
"5","Sema6c"
"6","Sec14l5"
"7","Tnk2"
"8","Sel1l3"
"9","Synpo2l"
"10","Gm10605"
"11","6430571L13Rik"
"12","1110002E22Rik"
"13","Crhr2"
"14","Slco5a1"
"15","9430073C21Rik"
"16","Slc25a15"
"17","Calm2"
"18","Plcd4"
"19","Kbtbd13"
"20","Igfbp5"
"21","Clcn1"
"22","Mettl11b"
"23","Plpp7"
"24","Gm8424"
"25","Esr1"
"26","Cpeb3"
"27","Perm1"
"28","Ky"
"29","Grem2"
"30","Ttyh2"
"31","Wnt5a"
"32","Cdc42ep2"
"33","Tet1"
"34","Ppargc1b"
"35","Gm29245"
"36","Fam78a"
"37","Cxxc5"
"38","Tnfaip2"
"39","Metrn"
"40","Mmp15"
"41","Nos2"
"42","Tafa3"
"43","5730596B20Rik"
"44","Sorl1"
"45","Mif4gd"
"46","Tmem50b"
"47","Zfp503"
"48","Vgll4"
"49","Adamts20"
"50","Dbp"
"51","Gm11266"
"52","Igsf9b"
"53","Spry2"
"54","Plekhh3"
"55","Kdr"
"56","Meox2"
"57","Myod1"
"58","Rassf9"
"59","Has3"
"60","Aplnr"
"61","Rnd3"
"62","Trib2"
"63","Gm13535"
"64","Dot1l"
"65","Ier5l"
"66","Pdgfb"
"67","Myct1"
"68","Lratd2"
"69","Zfp7"
"70","C130074G19Rik"
"71","Mmrn2"
"72","Tpra1"
"73","Plau"
"74","Adamts1"
"75","Pcdh18"
"76","Pdgfa"
"77","Arsi"
"78","Slc6a6"
"79","Gm43909"
"80","Mamstr"
"81","Bhlhe41"
"82","Gm9860"
"83","Socs1"
"84","Ankrd1"
"85","Klhl40"
"86","Hic1"
"87","Rai1"
"88","Lima1"
"89","Rrad"
"90","Coa7"
"91","Apol10b"
"92","Gm43063"
"93","Gm37014"
"94","Gm18066"
"95","Rab30"
"96","D630030B08Rik"
"97","Gm42466"
