"","x"
"1","SAE1"
"2","TUBB"
"3","DNAJC10"
"4","NSD2"
"5","XPNPEP1"
"6","CD151"
"7","RAD18"
"8","PCP4L1"
"9","CTH"
"10","CA2"
"11","PLGLA"
"12","DIXDC1"
"13","HSPA1B"
"14","CSRNP1"
"15","DNAJB1"
"16","BAMBI"
"17","AZGP1P1"
"18","UBB"
"19","RASL11A"
"20","HSPA8"
"21","ACVR2A"
"22","MAGI1-IT1"
"23","GTF2IP20"
"24","SEPTIN7P2"
"25","ZNF10"
"26","DAB1"
"27","TOR1AIP1"
"28","ADORA2A"
"29","RABGEF1"
"30","ENSG00000285103"
"31","PTGS2"
"32","ENSG00000229808"
"33","FXR1"
"34","C12orf76"
"35","EIF4A2"
"36","CCNB1IP1"
"37","ZNF878"
"38","FOXQ1"
"39","TNFRSF10D"
"40","CACYBP"
"41","YTHDC1"
"42","ARID5B"
"43","DISP1"
"44","POLR2M"
"45","FAM110C"
"46","TAF7"
"47","HES6"
"48","CDH6"
"49","FOXC1"
"50","PDE4D"
"51","ARID5A"
"52","ZNF460"
"53","WHRN"
"54","HSPA1A"
"55","HSPE1"
"56","ENSG00000165121"
"57","CLK1"
"58","KDM6B"
"59","SOCS3"
"60","HLX"
"61","SEMA3B"
"62","THAP9-AS1"
"63","NKRF"
"64","HBEGF"
"65","ENSG00000272341"
"66","ENSG00000259820"
"67","USPL1"
"68","C17orf67"
"69","ENSG00000267632"
"70","HSPA1L"
